logged_date,cycle_id,fasting
2022-09-28,15068,0.0
2022-10-01,15068,0.0
2022-10-02,15068,0.0
2022-10-03,15068,0.0
2022-10-04,15068,0.0
2022-10-06,15068,0.0
2022-10-05,15068,0.0
2022-10-07,15068,0.0
2022-10-08,15068,0.0
2022-10-09,15068,0.0
2022-10-10,15068,0.0
2022-10-11,15068,0.0
2022-10-12,15068,0.0
2022-10-13,15068,0.0
2022-10-14,15068,0.0
2022-10-16,15068,0.0
2022-10-15,15068,0.0
2022-10-17,15068,0.0
2022-10-18,15068,0.0
2022-10-19,15068,0.0
2022-10-20,15068,0.0
2022-10-21,15068,0.0
2022-10-22,15068,0.0
2022-10-23,15068,0.0
2022-10-24,15068,0.0
2022-10-25,15068,0.0
2022-10-26,15068,0.0
2022-10-27,15068,0.0
2022-10-28,15068,0.0
2022-10-29,15068,0.0
2022-10-30,15068,0.0
2023-02-15,15942,0.0
2023-01-22,15942,0.0
2023-02-18,15942,0.0
2023-02-19,15942,0.0
2023-02-20,15942,0.0
2023-02-21,15942,1.0
2023-02-22,15942,0.0
2023-02-25,15942,1.0
2022-10-12,15490,1.0
2022-10-10,15490,1.0
2022-10-11,15490,1.0
2022-10-09,15490,1.0
2022-10-08,15490,1.0
2022-10-07,15490,1.0
2022-10-06,15490,1.0
2022-12-15,17043,1.0
2022-12-16,17043,1.0
2022-12-17,17043,0.0
2022-12-18,17043,0.0
2022-12-19,17043,0.0
2022-12-20,17043,0.0
2022-12-21,17043,0.0
2022-12-22,17043,0.0
2023-02-27,17187,0.0
2023-03-01,17187,0.0
2023-03-07,17187,0.0
2023-03-09,17187,0.0
2023-03-21,17187,1.0
2023-03-23,17187,0.0
2023-03-24,17187,1.0
2023-03-25,17187,1.0
2023-03-26,17187,1.0
2023-03-27,17187,1.0
2023-03-23,17187,1.0
2023-03-22,17187,1.0
2023-03-21,17187,1.0
2023-03-24,17187,1.0
2023-03-25,17187,1.0
2023-03-26,17187,1.0
2023-03-27,17187,1.0
2023-03-21,17187,1.0
2023-03-22,17187,1.0
2023-03-23,17187,1.0
2023-03-24,17187,1.0
2023-03-25,17187,1.0
2023-03-26,17187,1.0
2023-03-27,17187,1.0
2022-11-05,15516,0.0
2022-11-18,15516,0.0
2022-11-19,15516,0.0
2022-11-28,15516,1.0
2022-11-29,15516,1.0
2022-11-30,15516,1.0
2022-11-30,15516,1.0
2022-12-01,15516,1.0
2022-12-02,15516,1.0
2022-12-03,15516,1.0
2022-12-04,15516,1.0
2022-12-06,15516,1.0
2022-12-05,15516,1.0
2022-12-07,15516,1.0
2022-12-08,15516,1.0
2022-12-09,15516,1.0
2022-12-10,15516,1.0
2022-12-11,15516,1.0
2022-12-12,15516,1.0
2022-12-14,15516,1.0
2022-12-13,15516,1.0
2022-12-18,15516,1.0
2022-12-19,15516,1.0
2022-12-17,15516,1.0
2022-12-16,15516,1.0
2022-12-21,15516,1.0
2022-12-22,15516,1.0
2022-12-23,15516,1.0
2022-12-25,15516,1.0
2022-12-20,15516,1.0
2022-12-27,15516,1.0
2022-12-26,15516,1.0
2022-12-28,15516,1.0
2022-12-29,15516,1.0
2022-12-30,15516,1.0
2022-12-31,15516,1.0
2023-01-01,15516,1.0
2023-01-02,15516,1.0
2022-12-24,15516,0.0
2022-10-12,16563,1.0
2022-10-11,16563,1.0
2022-10-10,16563,1.0
2022-10-09,16563,1.0
2022-10-08,16563,1.0
2022-10-07,16563,1.0
2022-10-06,16563,1.0
2023-04-14,18591,1.0
2023-04-17,18591,1.0
2023-04-22,18591,1.0
2022-11-18,20660,0.0
2022-11-27,16267,1.0
2022-11-24,16267,1.0
2022-11-26,16267,1.0
2022-11-28,16267,0.0
2022-11-29,16267,0.0
2022-11-24,16267,1.0
2022-11-26,16267,1.0
2022-11-27,16267,1.0
2022-12-07,16267,0.0
2022-12-10,16267,1.0
2022-12-13,16267,1.0
2022-12-13,16267,1.0
2022-12-19,16267,1.0
2022-12-22,16267,1.0
2022-12-24,16267,1.0
2022-12-25,16267,1.0
2022-12-18,16267,1.0
2022-12-27,16267,1.0
2022-12-31,16267,1.0
2023-01-02,16267,1.0
2023-01-04,16267,1.0
2023-01-01,16267,1.0
2023-01-05,16267,1.0
2023-01-07,16267,1.0
2022-10-16,16267,1.0
2021-11-16,17739,1.0
2022-07-13,22307,0.0
2022-07-10,22307,0.0
2022-07-18,22307,0.0
2022-07-12,22307,0.0
2022-07-11,22307,0.0
2022-07-08,22307,0.0
2022-07-14,22307,0.0
2022-07-15,22307,0.0
2022-07-16,22307,0.0
2022-07-17,22307,0.0
2022-07-19,22307,0.0
2022-07-20,22307,0.0
2022-07-22,22307,0.0
2022-07-21,22307,0.0
2022-07-24,19687,0.0
2022-07-21,19687,0.0
2022-07-22,19687,0.0
2022-07-23,19687,0.0
2022-07-20,19687,0.0
2022-07-19,19687,0.0
2022-07-18,19687,0.0
2022-07-17,19687,0.0
2022-07-16,19687,0.0
2022-07-15,19687,0.0
2022-07-25,19687,0.0
2022-05-29,19687,1.0
2022-05-30,19687,1.0
2022-05-31,19687,1.0
2022-06-01,19687,1.0
2022-06-02,19687,1.0
2022-06-03,19687,1.0
2022-06-04,19687,1.0
2022-06-05,19687,1.0
2022-07-26,19687,1.0
2022-07-27,19687,1.0
2023-02-23,15832,1.0
2023-02-10,15832,1.0
2023-01-10,15832,1.0
2022-09-18,18635,1.0
2022-09-19,18635,1.0
2022-09-20,18635,1.0
2022-09-21,18635,1.0
2022-09-23,18635,1.0
2022-09-22,18635,1.0
2022-09-26,18635,1.0
2022-09-24,18635,1.0
2022-09-25,18635,1.0
2022-09-28,18635,0.0
2022-09-29,18635,0.0
2022-09-27,18635,1.0
2022-09-30,18635,0.0
2022-10-01,18635,0.0
2022-10-02,18635,0.0
2022-10-03,18635,0.0
2022-10-04,18635,0.0
2022-10-05,18635,0.0
2022-10-06,18635,0.0
2022-10-07,18635,0.0
2022-10-18,18635,0.0
2022-10-17,18635,0.0
2022-10-16,18635,0.0
2022-10-15,18635,0.0
2022-10-14,18635,0.0
2022-10-13,18635,0.0
2022-10-12,18635,0.0
2022-10-11,18635,0.0
2022-10-10,18635,0.0
2022-10-09,18635,0.0
2022-10-08,18635,0.0
2022-10-24,18635,0.0
2022-10-23,18635,0.0
2022-10-22,18635,0.0
2022-10-21,18635,0.0
2022-10-20,18635,0.0
2022-10-19,18635,0.0
2022-10-27,18635,0.0
2022-10-30,18635,1.0
2022-06-11,17729,0.0
2022-08-04,17729,0.0
2022-08-20,18359,1.0
2022-09-19,15289,1.0
2022-09-25,15289,0.0
2022-09-29,15289,0.0
2022-09-30,15289,0.0
2022-10-01,15289,0.0
2022-10-03,15289,0.0
2022-06-10,12868,1.0
2022-08-20,19369,1.0
2021-09-17,19253,1.0
2023-05-05,9095,1.0
2023-05-06,9095,1.0
2023-05-07,9095,1.0
2023-05-08,9095,0.0
2023-05-10,9095,0.0
2023-05-09,9095,0.0
2023-05-11,9095,0.0
2023-05-12,9095,0.0
2023-05-13,9095,0.0
2023-05-14,9095,0.0
2023-05-15,9095,0.0
2023-05-16,9095,0.0
2023-05-17,9095,0.0
2023-05-18,9095,0.0
2023-05-19,9095,0.0
2023-05-20,9095,0.0
2023-05-21,9095,0.0
2023-05-22,9095,0.0
2023-05-23,9095,0.0
2023-05-24,9095,0.0
2023-05-25,9095,0.0
2023-06-01,9095,0.0
2023-05-26,9095,0.0
2023-05-27,9095,0.0
2023-05-28,9095,0.0
2023-05-29,9095,0.0
2023-05-30,9095,0.0
2023-05-31,9095,0.0
2023-06-02,9095,0.0
2023-06-03,9095,0.0
2023-06-04,9095,0.0
2023-06-05,9095,0.0
2023-06-06,9095,0.0
2023-06-07,9095,0.0
2023-06-08,9095,0.0
2023-06-09,9095,0.0
2023-06-10,9095,0.0
2023-06-11,9095,0.0
2023-06-12,9095,0.0
2023-06-13,9095,0.0
2023-06-14,9095,0.0
2022-11-05,15782,0.0
2022-11-18,15782,0.0
2022-11-19,15782,0.0
2022-11-28,15782,0.0
2022-11-29,15782,0.0
2022-12-11,15782,1.0
2022-12-19,15782,1.0
2022-12-21,15782,1.0
2022-12-27,15782,1.0
2022-12-26,15782,1.0
2022-12-30,15782,1.0
2022-12-31,15782,1.0
2023-01-03,15782,1.0
2023-01-06,15782,1.0
2023-01-08,15782,1.0
2023-01-10,15782,1.0
2023-01-11,15782,1.0
2023-01-12,15782,1.0
2023-01-16,15782,1.0
2023-01-17,15782,1.0
2023-01-20,15782,1.0
2023-01-21,15782,1.0
2023-02-01,15782,1.0
2022-12-16,15782,1.0
2022-12-23,15782,1.0
2022-12-24,15782,1.0
2023-01-25,15782,1.0
2023-01-27,15782,1.0
2023-01-28,15782,1.0
2022-05-13,19214,1.0
2023-03-10,21020,1.0
2023-03-24,21020,1.0
2023-03-17,21020,1.0
2023-03-18,21020,1.0
2023-03-31,21020,1.0
2023-06-08,21020,1.0
2022-10-25,16509,0.0
2022-10-10,16509,1.0
2022-10-18,18467,0.0
2022-10-19,18467,0.0
2022-10-22,18467,0.0
2022-10-24,18467,0.0
2022-10-27,18467,0.0
2022-07-09,22404,0.0
2022-07-10,22404,0.0
2022-07-11,22404,0.0
2022-07-12,22404,0.0
2022-07-14,22404,0.0
2022-07-15,22404,0.0
2022-07-16,22404,0.0
2022-07-17,22404,0.0
2022-07-18,22404,0.0
2022-07-19,22404,0.0
2022-07-21,22404,0.0
2022-07-22,22404,0.0
2022-07-24,22404,0.0
2022-07-23,22404,0.0
2022-07-25,22404,0.0
2022-07-26,22404,0.0
2022-07-27,22404,0.0
2022-07-28,22404,0.0
2022-07-29,22404,0.0
2022-07-30,22404,0.0
2022-08-01,22404,0.0
2022-07-31,22404,0.0
2022-08-02,22404,0.0
2022-08-03,22404,0.0
2022-08-05,22404,0.0
2022-08-04,22404,0.0
2022-08-06,22404,0.0
2022-08-07,22404,0.0
2022-08-08,22404,0.0
2022-08-09,22404,0.0
2022-08-10,22404,0.0
2022-08-11,22404,0.0
2022-08-13,22404,0.0
2022-08-12,22404,0.0
2022-08-14,22404,0.0
2022-08-15,22404,0.0
2022-08-16,22404,0.0
2022-08-18,22404,0.0
2022-08-19,22404,0.0
2022-08-20,22404,0.0
2022-08-25,22404,0.0
2022-08-26,22404,0.0
2022-07-05,22404,1.0
2022-09-09,22404,1.0
2022-10-15,16052,0.0
2022-10-16,16052,0.0
2022-10-17,16052,0.0
2022-10-18,16052,0.0
2022-10-19,16052,0.0
2022-10-20,16052,0.0
2022-10-21,16052,0.0
2022-10-22,16052,0.0
2022-10-23,16052,0.0
2022-10-24,16052,0.0
2022-10-25,16052,0.0
2022-10-26,16052,0.0
2022-10-27,16052,0.0
2022-10-28,16052,0.0
2022-10-29,16052,0.0
2022-10-30,16052,0.0
2022-10-31,16052,0.0
2022-11-01,16052,0.0
2022-11-02,16052,0.0
2022-11-03,16052,0.0
2022-11-04,16052,0.0
2022-11-05,16052,0.0
2022-11-06,16052,0.0
2022-11-07,16052,0.0
2022-11-08,16052,0.0
2022-11-09,16052,0.0
2022-11-10,16052,0.0
2022-11-11,16052,1.0
2022-11-12,16052,0.0
2022-11-13,16052,0.0
2022-11-14,16052,0.0
2022-11-15,16052,0.0
2022-11-16,16052,1.0
2022-11-17,16052,0.0
2022-11-18,16052,0.0
2022-11-19,16052,0.0
2022-11-20,16052,0.0
2022-11-21,16052,0.0
2022-11-22,16052,0.0
2022-11-23,16052,0.0
2022-11-24,16052,0.0
2022-11-25,16052,0.0
2022-11-26,16052,0.0
2022-11-27,16052,0.0
2022-11-28,16052,0.0
2022-11-29,16052,0.0
2022-11-30,16052,1.0
2022-12-01,16052,0.0
2022-12-02,16052,0.0
2022-12-03,16052,0.0
2022-12-04,16052,0.0
2022-12-05,16052,0.0
2022-12-06,16052,0.0
2022-12-07,16052,0.0
2022-12-08,16052,0.0
2022-12-09,16052,0.0
2022-12-10,16052,0.0
2022-12-11,16052,0.0
2022-12-12,16052,0.0
2022-12-13,16052,0.0
2022-12-14,16052,0.0
2022-12-15,16052,0.0
2022-12-16,16052,1.0
2022-12-17,16052,1.0
2022-12-18,16052,0.0
2022-12-19,16052,0.0
2022-12-20,16052,0.0
2022-12-21,16052,0.0
2022-12-22,16052,0.0
2022-12-23,16052,1.0
2022-12-24,16052,0.0
2022-12-25,16052,0.0
2022-12-26,16052,0.0
2022-12-27,16052,0.0
2022-12-28,16052,0.0
2022-12-29,16052,0.0
2022-12-30,16052,0.0
2022-12-31,16052,0.0
2023-01-01,16052,0.0
2023-01-02,16052,0.0
2023-01-03,16052,0.0
2023-01-04,16052,0.0
2023-01-05,16052,0.0
2023-01-06,16052,0.0
2023-01-07,16052,0.0
2023-01-08,16052,0.0
2023-01-09,16052,0.0
2023-01-10,16052,0.0
2023-01-11,16052,0.0
2023-01-12,16052,0.0
2023-01-13,16052,0.0
2023-01-14,16052,0.0
2023-01-15,16052,0.0
2023-01-16,16052,0.0
2023-01-17,16052,0.0
2023-01-18,16052,0.0
2023-01-19,16052,0.0
2023-01-20,16052,0.0
2022-03-30,16708,1.0
2022-06-03,16708,1.0
2022-06-02,16708,1.0
2022-06-18,16708,1.0
2022-06-13,16708,1.0
2022-06-14,16708,1.0
2022-11-18,17696,1.0
2022-11-23,17696,0.0
2022-11-24,17696,0.0
2022-12-10,17696,1.0
2022-12-19,17696,1.0
2022-12-27,17696,1.0
2022-12-31,17696,1.0
2023-01-04,17696,1.0
2023-01-06,17696,0.0
2023-01-07,17696,0.0
2023-01-08,17696,0.0
2023-01-12,17696,1.0
2023-01-17,17696,1.0
2023-01-18,17696,0.0
2023-01-20,17696,1.0
2023-01-24,17696,1.0
2022-03-22,20216,1.0
2022-07-07,20992,0.0
2022-07-20,20992,0.0
2022-06-03,20992,0.0
2022-06-02,20992,1.0
2022-07-24,20992,1.0
2022-07-28,20992,1.0
2022-11-18,19681,0.0
2022-11-09,22273,0.0
2022-11-10,22273,0.0
2022-11-08,22273,0.0
2022-11-07,22273,0.0
2022-11-06,22273,0.0
2022-11-05,22273,0.0
2022-11-04,22273,0.0
2022-11-11,22273,0.0
2022-11-12,22273,0.0
2022-11-13,22273,0.0
2022-11-14,22273,0.0
2022-11-15,22273,0.0
2022-11-03,22273,0.0
2022-11-16,22273,0.0
2022-10-21,22273,1.0
2022-10-22,22273,1.0
2022-10-23,22273,1.0
2022-11-02,22273,1.0
2022-11-01,22273,1.0
2022-10-31,22273,1.0
2022-10-30,22273,1.0
2022-10-29,22273,1.0
2022-10-28,22273,1.0
2022-10-27,22273,1.0
2022-10-26,22273,1.0
2022-10-25,22273,1.0
2022-10-24,22273,1.0
2022-11-17,22273,0.0
2022-11-18,22273,0.0
2022-11-19,22273,0.0
2022-11-20,22273,0.0
2022-11-21,22273,0.0
2022-11-22,22273,0.0
2022-11-23,22273,0.0
2022-11-24,22273,0.0
2022-11-25,22273,0.0
2022-11-26,22273,0.0
2022-11-27,22273,0.0
2022-11-28,22273,0.0
2022-11-29,22273,0.0
2022-11-30,22273,0.0
2022-12-01,22273,0.0
2022-12-02,22273,0.0
2022-12-03,22273,0.0
2022-12-04,22273,0.0
2022-12-05,22273,0.0
2022-12-06,22273,0.0
2022-12-07,22273,0.0
2022-12-08,22273,0.0
2022-12-09,22273,0.0
2022-12-10,22273,0.0
2022-12-11,22273,0.0
2022-12-12,22273,0.0
2022-12-13,22273,0.0
2022-12-14,22273,0.0
2022-12-15,22273,0.0
2022-12-16,22273,0.0
2022-12-17,22273,0.0
2022-12-18,22273,0.0
2022-12-19,22273,0.0
2022-12-20,22273,0.0
2022-12-21,22273,0.0
2022-12-22,22273,0.0
2022-12-23,22273,0.0
2022-08-07,19098,0.0
2023-01-11,21182,1.0
2023-02-26,21182,1.0
2023-03-09,21182,1.0
2023-03-15,21182,1.0
2023-03-23,21182,1.0
2023-03-30,21182,1.0
2023-04-06,21182,1.0
2023-04-14,21182,1.0
2021-01-27,18920,1.0
2022-05-19,19375,1.0
2022-05-20,19375,1.0
2022-05-21,19375,1.0
2022-05-22,19375,1.0
2022-05-23,19375,1.0
2022-05-24,19375,1.0
2022-05-25,19375,1.0
2022-07-15,19375,0.0
2022-07-16,19375,0.0
2022-07-17,19375,0.0
2022-07-18,19375,0.0
2022-07-19,19375,0.0
2022-07-20,19375,0.0
2022-07-21,19375,0.0
2022-12-04,15288,0.0
2023-05-04,16336,1.0
2023-05-20,16336,0.0
2023-05-27,16336,1.0
2023-05-26,16336,1.0
2023-05-25,16336,1.0
2022-07-14,16251,0.0
2022-07-15,16251,0.0
2022-07-16,16251,0.0
2022-07-18,16251,0.0
2022-07-17,16251,0.0
2022-07-19,16251,0.0
2022-07-21,16251,0.0
2022-05-21,16251,1.0
2022-07-27,16251,1.0
2022-10-26,16799,0.0
2022-10-27,16799,0.0
2022-10-28,16799,0.0
2022-10-29,16799,0.0
2022-10-30,16799,0.0
2022-10-31,16799,0.0
2022-11-01,16799,0.0
2022-11-02,16799,0.0
2022-11-03,16799,0.0
2022-11-04,16799,0.0
2022-11-05,16799,0.0
2022-11-06,16799,0.0
2022-11-07,16799,0.0
2022-11-08,16799,0.0
2022-11-09,16799,0.0
2022-11-10,16799,0.0
2022-11-11,16799,0.0
2022-11-12,16799,0.0
2022-11-13,16799,0.0
2022-11-14,16799,0.0
2022-11-15,16799,0.0
2022-11-16,16799,0.0
2022-11-17,16799,0.0
2022-11-18,16799,0.0
2022-11-19,16799,0.0
2022-11-20,16799,0.0
2022-11-21,16799,0.0
2022-11-22,16799,0.0
2022-11-23,16799,0.0
2022-11-24,16799,0.0
2022-11-25,16799,0.0
2022-11-26,16799,0.0
2022-11-27,16799,0.0
2022-11-28,16799,0.0
2022-11-29,16799,0.0
2022-11-30,16799,0.0
2022-12-01,16799,0.0
2022-12-02,16799,0.0
2022-12-03,16799,0.0
2022-12-04,16799,0.0
2022-12-05,16799,0.0
2022-12-06,16799,0.0
2022-12-07,16799,0.0
2022-12-08,16799,0.0
2022-12-09,16799,0.0
2022-12-10,16799,0.0
2022-12-11,16799,0.0
2022-12-12,16799,0.0
2022-12-13,16799,0.0
2022-12-14,16799,0.0
2022-12-15,16799,0.0
2022-12-16,16799,0.0
2022-12-17,16799,0.0
2022-12-18,16799,0.0
2022-12-19,16799,0.0
2022-12-20,16799,0.0
2022-12-21,16799,0.0
2022-12-22,16799,0.0
2022-12-23,16799,0.0
2022-12-24,16799,0.0
2022-12-25,16799,0.0
2022-12-26,16799,0.0
2022-12-27,16799,0.0
2022-12-28,16799,0.0
2022-12-29,16799,0.0
2022-12-30,16799,0.0
2022-12-31,16799,0.0
2023-01-01,16799,0.0
2023-01-02,16799,0.0
2023-01-03,16799,0.0
2023-01-04,16799,0.0
2023-01-05,16799,0.0
2023-01-06,16799,0.0
2023-01-07,16799,0.0
2023-01-08,16799,0.0
2023-01-09,16799,0.0
2023-01-10,16799,0.0
2023-01-11,16799,0.0
2023-01-12,16799,0.0
2023-01-13,16799,0.0
2023-01-14,16799,0.0
2023-01-15,16799,0.0
2022-09-04,15970,
2022-09-13,15970,
2023-01-29,20834,1.0
2023-02-12,20834,1.0
2023-02-24,20834,1.0
2023-02-26,20834,1.0
2023-03-09,20834,1.0
2023-03-15,20834,1.0
2023-03-23,20834,1.0
2023-04-06,20834,1.0
2023-04-14,20834,1.0
2023-05-15,15503,1.0
2023-05-17,15503,1.0
2023-05-16,15503,1.0
2022-09-07,19696,0.0
2023-06-02,17941,1.0
2023-06-06,17941,1.0
2023-06-25,17941,1.0
2023-06-24,17941,1.0
2023-06-23,17941,1.0
2023-06-22,17941,1.0
2023-06-26,17941,1.0
2022-07-22,17063,0.0
2022-07-23,17063,0.0
2022-07-24,17063,0.0
2022-07-25,17063,0.0
2022-07-26,17063,0.0
2022-07-27,17063,0.0
2022-07-28,17063,0.0
2022-07-29,17063,0.0
2022-07-30,17063,0.0
2022-07-31,17063,0.0
2022-07-14,17063,1.0
2022-07-15,17063,1.0
2022-07-16,17063,1.0
2022-07-17,17063,1.0
2022-08-24,17063,1.0
2022-08-25,17063,1.0
2022-08-26,17063,1.0
2022-08-27,17063,0.0
2022-08-28,17063,0.0
2022-09-16,17063,1.0
2022-09-17,17063,1.0
2022-09-18,17063,1.0
2022-09-19,17063,1.0
2022-09-20,17063,1.0
2022-04-17,16611,1.0
2022-04-17,16611,1.0
2022-04-29,16611,1.0
2022-05-28,16611,1.0
2022-05-27,16611,1.0
2022-05-26,16611,1.0
2022-09-20,19671,0.0
2022-09-21,19671,0.0
2022-09-19,19671,1.0
2022-08-14,16958,0.0
2022-08-15,16958,0.0
2022-08-16,16958,0.0
2022-08-17,16958,0.0
2022-09-18,16958,0.0
2022-08-19,16958,0.0
2022-08-18,16958,0.0
2022-08-20,16958,0.0
2022-08-21,16958,0.0
2022-08-22,16958,0.0
2022-08-23,16958,0.0
2022-08-24,16958,0.0
2022-08-25,16958,0.0
2022-08-26,16958,0.0
2022-08-27,16958,0.0
2022-08-28,16958,0.0
2022-08-29,16958,0.0
2022-08-30,16958,0.0
2022-08-31,16958,0.0
2022-09-01,16958,0.0
2022-09-02,16958,0.0
2022-09-03,16958,0.0
2022-09-04,16958,0.0
2022-09-05,16958,0.0
2022-09-06,16958,0.0
2022-09-07,16958,0.0
2022-09-08,16958,0.0
2022-09-09,16958,0.0
2022-09-10,16958,0.0
2022-10-09,16958,0.0
2022-09-11,16958,0.0
2022-09-12,16958,0.0
2022-09-13,16958,0.0
2022-09-14,16958,0.0
2022-09-15,16958,0.0
2022-09-16,16958,0.0
2022-09-17,16958,0.0
2022-09-19,16958,0.0
2022-09-20,16958,0.0
2022-09-21,16958,0.0
2022-09-22,16958,0.0
2022-09-23,16958,0.0
2022-09-24,16958,0.0
2022-09-25,16958,0.0
2022-09-26,16958,0.0
2022-09-27,16958,0.0
2022-09-28,16958,0.0
2022-09-29,16958,0.0
2022-09-30,16958,0.0
2022-10-01,16958,0.0
2022-10-03,16958,0.0
2022-10-04,16958,0.0
2022-10-05,16958,0.0
2022-10-11,16958,0.0
2022-10-06,16958,0.0
2022-10-07,16958,0.0
2022-10-08,16958,0.0
2022-10-12,16958,0.0
2022-10-13,16958,0.0
2022-10-02,16958,0.0
2022-10-10,16958,0.0
2022-10-15,16958,0.0
2022-10-14,16958,0.0
2022-10-16,16958,0.0
2022-10-17,16958,0.0
2022-10-18,16958,0.0
2022-10-19,16958,0.0
2022-10-20,16958,0.0
2022-10-21,16958,0.0
2022-10-22,16958,0.0
2022-10-23,16958,0.0
2022-10-24,16958,0.0
2022-10-25,16958,0.0
2022-10-26,16958,0.0
2022-10-27,16958,0.0
2022-10-28,16958,0.0
2022-10-29,16958,0.0
2022-10-30,16958,0.0
2022-08-20,21967,1.0
2021-05-24,20407,1.0
2022-11-14,10703,1.0
2022-11-15,10703,1.0
2022-11-16,10703,1.0
2022-11-17,10703,1.0
2022-11-18,10703,0.0
2022-11-19,10703,0.0
2022-11-20,10703,0.0
2022-11-21,10703,0.0
2022-11-22,10703,0.0
2022-11-23,10703,0.0
2022-11-24,10703,0.0
2022-11-25,10703,0.0
2022-11-26,10703,0.0
2022-11-27,10703,0.0
2022-11-28,10703,0.0
2022-11-29,10703,0.0
2022-11-30,10703,0.0
2022-12-01,10703,0.0
2022-12-02,10703,0.0
2022-12-03,10703,0.0
2022-12-04,10703,0.0
2022-12-09,10703,0.0
2022-12-10,10703,0.0
2022-12-11,10703,0.0
2022-12-12,10703,0.0
2022-12-13,10703,0.0
2022-12-14,10703,0.0
2022-12-15,10703,0.0
2022-12-16,10703,0.0
2022-12-17,10703,0.0
2022-12-18,10703,0.0
2022-12-19,10703,0.0
2022-12-20,10703,0.0
