cycle_id,updated_at,sampled_at,created_at,average_weight,id,remark
25613.0,2023-10-17 00:45:49,2023-10-17,2023-10-17 00:45:49,1.8,50188.0,size 555
25613.0,2023-10-24 00:31:40,2023-10-24,2023-10-24 00:31:14,2.58,50929.0,size 387
25613.0,2023-10-31 00:50:32,2023-10-31,2023-10-31 00:50:32,3.51,51561.0,size 284
25613.0,2023-11-07 00:54:39,2023-11-07,2023-11-07 00:51:01,3.6,52112.0,size 277
16343.0,2022-06-20 03:09:09,2022-06-19,2022-06-20 03:09:09,4.53,27343.0,
16343.0,2022-06-26 03:17:54,2022-06-26,2022-06-26 03:17:54,6.33,27676.0,
16343.0,2022-07-03 04:24:39,2022-07-03,2022-07-03 04:24:39,7.95,28191.0,
24946.0,2023-09-29 09:28:08,2023-09-29,2023-09-29 09:28:08,5.0,48779.0,
24946.0,2023-10-30 02:57:44,2023-10-28,2023-10-30 02:57:44,10.0,51503.0,
24946.0,2023-10-30 02:58:09,2023-10-19,2023-10-30 02:58:09,9.09,51504.0,
24946.0,2023-10-30 02:58:29,2023-10-09,2023-10-30 02:58:29,5.88,51505.0,
23673.0,2023-10-10 07:27:46,2023-08-11,2023-10-10 07:27:46,6.25,49531.0,
25214.0,2023-09-08 00:30:13,2023-09-08,2023-09-08 00:30:13,6.5,47157.0,size 153
25214.0,2023-09-15 00:08:37,2023-09-14,2023-09-15 00:08:37,8.06,47602.0,size 124
25214.0,2023-09-20 01:00:38,2023-09-20,2023-09-20 01:00:38,10.82,47933.0,
19064.0,2022-12-11 17:25:21,2022-12-10,2022-12-11 17:25:21,4.25,35592.0,
19064.0,2022-12-19 07:30:09,2022-12-17,2022-12-19 07:30:09,6.45,35932.0,
19064.0,2022-12-24 12:14:02,2022-12-24,2022-12-24 12:14:02,8.17,36105.0,
19064.0,2022-12-31 05:18:27,2022-12-31,2022-12-31 05:18:27,9.17,36499.0,
19064.0,2023-01-07 22:48:22,2023-01-07,2023-01-07 22:48:22,10.51,36741.0,
19064.0,2023-01-14 18:07:50,2023-01-14,2023-01-14 18:07:50,11.5,37093.0,
19064.0,2023-01-18 03:42:21,2023-01-18,2023-01-18 03:42:21,12.75,37182.0,
19064.0,2023-02-01 03:34:55,2023-01-29,2023-02-01 03:34:55,11.9,37614.0,
9104.0,2021-05-26 13:54:44,2021-05-19,2021-05-26 13:54:44,4.89,14043.0,sampling 1
9104.0,2021-05-29 13:40:59,2021-05-26,2021-05-29 13:40:59,6.95,14165.0,
9104.0,2021-06-04 14:41:20,2021-06-02,2021-06-04 14:41:10,8.89,14438.0,
9104.0,2021-06-09 12:58:28,2021-06-09,2021-06-09 12:58:28,10.41,14607.0,
9104.0,2021-06-17 15:49:53,2021-06-16,2021-06-17 15:49:53,13.21,14895.0,
9104.0,2021-07-09 23:12:35,2021-06-24,2021-07-09 23:12:35,15.79,15579.0,
9104.0,2021-07-09 23:12:35,2021-06-30,2021-07-09 23:12:35,17.06,15597.0,
9104.0,2021-07-09 23:12:35,2021-07-08,2021-07-09 23:12:35,20.0,15615.0,
9104.0,2021-07-16 07:16:58,2021-07-14,2021-07-16 07:16:58,21.7,15895.0,
9104.0,2021-07-21 03:58:53,2021-07-21,2021-07-21 03:58:53,24.94,16013.0,
24052.0,2023-09-10 09:43:45,2023-09-10,2023-09-10 09:43:45,2.05,47235.0,
24052.0,2023-09-17 04:13:13,2023-09-17,2023-09-17 04:13:13,3.4,47735.0,
24052.0,2023-09-24 02:51:15,2023-09-24,2023-09-24 02:51:15,4.88,48280.0,
24052.0,2023-09-29 04:39:46,2023-09-29,2023-09-29 04:39:46,5.95,48718.0,
24052.0,2023-10-04 09:53:07,2023-10-04,2023-10-04 09:53:07,7.33,49181.0,
24052.0,2023-10-09 10:07:41,2023-10-09,2023-10-09 10:07:41,8.5,49447.0,
24052.0,2023-10-14 02:22:21,2023-10-14,2023-10-14 02:22:21,9.59,50004.0,
24575.0,2023-09-11 01:48:42,2023-09-05,2023-09-11 01:48:42,2.3,47272.0,
24575.0,2023-09-17 08:54:05,2023-09-12,2023-09-17 08:54:05,2.4,47753.0,
24575.0,2023-09-24 00:32:16,2023-09-19,2023-09-24 00:32:16,3.0,48259.0,
24575.0,2023-09-26 12:25:20,2023-09-26,2023-09-26 12:25:20,4.1,48451.0,
24575.0,2023-10-10 02:05:20,2023-10-10,2023-10-10 02:05:20,6.0,49490.0,
24575.0,2023-10-17 02:24:56,2023-10-17,2023-10-17 02:24:56,7.7,50197.0,
24575.0,2023-10-27 11:05:36,2023-10-24,2023-10-27 11:05:36,8.4,51379.0,
24575.0,2023-10-31 02:30:31,2023-10-31,2023-10-31 02:30:25,9.6,51568.0,
24575.0,2023-11-12 13:51:54,2023-11-07,2023-11-12 13:51:54,10.7,52581.0,
24741.0,2023-08-30 07:23:27,2023-08-30,2023-08-30 07:23:27,0.12,46552.0,
24741.0,2023-09-06 06:35:08,2023-09-06,2023-09-06 06:35:08,0.33,47032.0,
24741.0,2023-09-13 08:44:28,2023-09-13,2023-09-13 08:44:28,0.82,47515.0,
24741.0,2023-09-20 08:52:02,2023-09-20,2023-09-20 08:52:02,1.55,48048.0,
24741.0,2023-09-27 06:36:10,2023-09-27,2023-09-27 06:36:10,2.4,48507.0,
24741.0,2023-09-27 06:36:10,2023-09-27,2023-09-27 06:36:10,2.4,48512.0,
24741.0,2023-09-27 13:19:37,2023-09-26,2023-09-27 13:19:37,2.4,48602.0,
24741.0,2023-10-04 08:09:43,2023-10-04,2023-10-04 08:09:43,2.99,49149.0,
24741.0,2023-10-11 09:36:32,2023-10-11,2023-10-11 09:36:32,4.69,49715.0,
24741.0,2023-10-18 07:00:04,2023-10-18,2023-10-18 07:00:04,6.3,50360.0,
24741.0,2023-10-18 07:00:15,2023-10-18,2023-10-18 07:00:15,6.3,50381.0,
24741.0,2023-10-25 06:21:49,2023-10-25,2023-10-25 06:21:49,7.61,51067.0,
24741.0,2023-11-01 06:02:41,2023-11-01,2023-11-01 06:02:41,9.56,51676.0,
24741.0,2023-11-08 06:45:25,2023-11-08,2023-11-08 06:45:25,11.22,52209.0,
24741.0,2023-11-15 06:45:24,2023-11-15,2023-11-15 06:45:24,13.63,52925.0,
24741.0,2023-11-22 06:29:45,2023-11-22,2023-11-22 06:29:45,14.82,53431.0,
24741.0,2023-11-29 05:21:07,2023-11-29,2023-11-29 05:21:07,18.43,53857.0,
24741.0,2023-12-06 06:04:08,2023-12-06,2023-12-06 06:04:08,20.2,54378.0,
24741.0,2023-12-13 05:08:31,2023-12-13,2023-12-13 05:08:31,21.23,54853.0,
24741.0,2023-12-20 06:21:35,2023-12-20,2023-12-20 06:21:35,21.23,55327.0,
24741.0,2023-12-27 05:07:55,2023-12-27,2023-12-27 05:07:55,23.93,55827.0,
24741.0,2024-01-03 05:40:00,2024-01-03,2024-01-03 05:40:00,27.43,56174.0,
24741.0,2024-01-10 06:42:06,2024-01-10,2024-01-10 06:42:06,28.07,56514.0,
24741.0,2024-01-17 06:41:59,2024-01-17,2024-01-17 06:41:59,28.8,56981.0,
24741.0,2024-01-24 05:42:17,2024-01-24,2024-01-24 05:42:17,31.35,57383.0,
24691.0,2023-09-14 07:09:19,2023-09-08,2023-09-14 07:09:19,2.13,47584.0,
24691.0,2023-09-19 05:10:51,2023-09-15,2023-09-19 05:10:51,3.94,47875.0,
24691.0,2023-09-25 06:24:13,2023-09-22,2023-09-25 06:24:13,4.93,48337.0,
24691.0,2023-10-07 06:07:01,2023-09-29,2023-10-07 06:07:01,6.74,49357.0,
24691.0,2023-10-07 06:07:17,2023-10-06,2023-10-07 06:07:17,8.77,49358.0,
24691.0,2023-10-13 04:09:44,2023-10-13,2023-10-13 04:09:44,10.6,49893.0,
24691.0,2023-10-20 03:41:38,2023-10-20,2023-10-20 03:41:38,12.91,50654.0,
24691.0,2023-10-27 08:56:19,2023-10-27,2023-10-27 08:56:19,14.28,51370.0,
24691.0,2023-11-04 08:44:04,2023-11-03,2023-11-04 08:43:57,16.97,51926.0,
24691.0,2023-11-10 22:16:07,2023-11-10,2023-11-10 22:16:07,19.15,52462.0,
24691.0,2023-11-17 11:57:15,2023-11-17,2023-11-17 11:57:15,21.28,53215.0,
24691.0,2023-11-25 00:13:27,2023-11-24,2023-11-25 00:13:27,22.65,53633.0,
24691.0,2023-12-01 20:24:24,2023-12-01,2023-12-01 20:24:24,23.65,54152.0,
27101.0,2023-11-05 09:02:15,2023-11-03,2023-11-05 09:02:15,4.8,52019.0,
27101.0,2023-11-08 06:26:10,2023-11-04,2023-11-08 06:26:10,4.8,52183.0,
27101.0,2023-11-23 01:31:22,2023-11-11,2023-11-23 01:31:22,6.2,53524.0,
27101.0,2023-11-23 01:31:37,2023-11-18,2023-11-23 01:31:37,7.8,53537.0,
27101.0,2023-12-08 10:37:35,2023-11-25,2023-12-08 10:37:35,9.6,54612.0,
27101.0,2023-12-08 10:37:54,2023-12-02,2023-12-08 10:37:54,11.4,54625.0,
27101.0,2023-12-18 00:35:51,2023-12-16,2023-12-18 00:35:51,16.3,55159.0,
27101.0,2023-12-18 00:36:37,2023-12-09,2023-12-18 00:36:37,14.0,55172.0,
27101.0,2023-12-30 03:04:18,2023-12-23,2023-12-30 03:04:18,17.8,56003.0,
27101.0,2023-12-30 03:04:45,2023-12-30,2023-12-30 03:04:45,18.7,56016.0,
27101.0,2024-01-07 10:55:36,2024-01-06,2024-01-07 10:55:36,22.9,56363.0,
27101.0,2024-01-16 02:08:56,2024-01-13,2024-01-16 02:08:56,26.0,56880.0,
23531.0,2023-07-18 13:48:15,2023-05-30,2023-07-18 13:28:35,16.39,44474.0,
17736.0,2022-08-21 08:49:48,2022-08-15,2022-08-21 08:49:48,1.9,30435.0,
17736.0,2022-08-30 08:27:17,2022-08-22,2022-08-30 08:27:17,3.73,30923.0,
17736.0,2022-08-30 08:27:35,2022-08-29,2022-08-30 08:27:35,5.2,30925.0,
17736.0,2022-09-05 11:38:05,2022-09-05,2022-09-05 11:38:05,6.74,31145.0,
17736.0,2022-09-13 04:43:43,2022-09-12,2022-09-13 04:43:43,9.02,31460.0,
17736.0,2022-09-22 05:34:59,2022-09-19,2022-09-22 05:34:59,9.95,31873.0,
17736.0,2022-09-26 06:59:18,2022-09-26,2022-09-26 06:59:18,12.44,32007.0,
17736.0,2022-09-29 10:21:33,2022-09-26,2022-09-29 10:21:33,12.44,32203.0,
17736.0,2022-10-04 07:51:11,2022-10-03,2022-10-04 07:51:11,14.27,32365.0,
17736.0,2022-10-30 06:19:58,2022-10-10,2022-10-30 06:19:58,14.65,33744.0,
17736.0,2022-10-30 06:20:11,2022-10-16,2022-10-30 06:20:11,16.54,33745.0,
11638.0,2021-09-29 03:48:16,2021-09-29,2021-09-29 03:48:16,2.35,18540.0,
11638.0,2021-10-06 08:50:13,2021-10-06,2021-10-06 08:50:13,4.15,18852.0,
11638.0,2021-10-21 06:38:50,2021-10-20,2021-10-21 06:38:50,8.6,19401.0,
11638.0,2021-10-21 13:25:40,2021-10-13,2021-10-21 13:25:40,6.0,19402.0,
11638.0,2021-10-27 13:20:20,2021-10-27,2021-10-27 13:20:20,9.0,19653.0,
26690.0,2023-12-01 08:32:41,2023-12-01,2023-12-01 08:32:41,2.2,54131.0,size 454
26690.0,2023-12-07 04:07:35,2023-12-06,2023-12-07 04:07:35,2.4,54470.0,
27605.0,2023-12-14 08:31:01,2023-12-14,2023-12-14 08:31:01,2.0,55044.0,
27605.0,2023-12-14 08:31:01,2023-12-07,2023-12-14 08:31:01,1.5,55045.0,
27605.0,2023-12-21 08:07:22,2023-12-21,2023-12-21 08:07:22,3.88,55468.0,
27605.0,2023-12-28 07:16:05,2023-12-28,2023-12-28 07:12:22,5.0,55932.0,
27605.0,2024-01-03 01:53:46,2024-01-03,2024-01-03 01:53:31,5.0,56146.0,
27605.0,2024-01-08 09:33:26,2024-01-08,2024-01-08 09:33:13,7.0,56409.0,
27605.0,2024-01-22 13:17:25,2024-01-22,2024-01-22 04:34:30,7.6,57201.0,
27605.0,2024-01-22 13:16:23,2024-01-11,2024-01-22 13:16:23,5.26,57222.0,
27605.0,2024-01-22 13:16:46,2024-01-16,2024-01-22 13:16:46,5.63,57223.0,
27148.0,2023-12-05 14:28:52,2023-12-04,2023-12-05 14:28:52,1.7,54351.0,
27148.0,2023-12-11 03:47:34,2023-12-11,2023-12-11 03:47:34,2.6,54684.0,
27148.0,2023-12-19 03:49:08,2023-12-19,2023-12-19 03:49:08,4.4,55258.0,
27148.0,2023-12-26 04:01:05,2023-12-26,2023-12-26 04:01:05,6.4,55762.0,
27148.0,2024-01-02 04:20:38,2024-01-02,2024-01-02 04:20:38,6.7,56104.0,
27148.0,2024-01-08 05:44:02,2024-01-08,2024-01-08 05:44:02,6.5,56397.0,
20661.0,2023-04-12 08:44:32,2023-04-12,2023-04-12 08:44:32,2.8,40197.0,
20661.0,2023-04-20 16:33:36,2023-04-19,2023-04-20 16:33:36,4.1,40608.0,
20661.0,2023-04-26 00:58:25,2023-04-26,2023-04-26 00:58:25,5.67,40784.0,
20661.0,2023-05-03 02:51:57,2023-05-03,2023-05-03 02:51:57,7.98,41127.0,
20661.0,2023-05-10 02:02:08,2023-05-10,2023-05-10 02:02:08,9.97,41535.0,
20661.0,2023-05-15 08:06:01,2023-05-15,2023-05-15 08:06:01,11.04,41769.0,
20661.0,2023-05-24 02:03:11,2023-05-24,2023-05-24 02:03:11,13.1,42143.0,
20661.0,2023-05-27 11:32:03,2023-05-27,2023-05-27 11:32:03,14.01,42321.0,
20661.0,2023-06-03 03:39:23,2023-06-03,2023-06-03 03:39:23,15.57,42642.0,
20661.0,2023-06-10 03:09:50,2023-06-10,2023-06-10 03:09:50,18.17,42891.0,
20661.0,2023-06-15 03:32:02,2023-06-13,2023-06-15 03:32:02,19.28,43130.0,
20661.0,2023-06-18 05:53:00,2023-06-18,2023-06-18 05:53:00,20.27,43274.0,
20661.0,2023-06-21 07:17:08,2023-06-21,2023-06-21 07:17:08,21.27,43399.0,
20661.0,2023-06-26 01:18:37,2023-06-26,2023-06-26 01:18:37,22.14,43542.0,
18674.0,2022-10-30 10:27:53,2022-10-30,2022-10-30 10:27:53,0.81,33777.0,
18674.0,2022-11-11 03:55:23,2022-11-09,2022-11-11 03:55:23,2.65,34508.0,
18674.0,2022-11-16 07:53:33,2022-11-16,2022-11-16 07:53:33,4.67,34731.0,
18674.0,2022-11-23 11:27:23,2022-11-23,2022-11-23 11:27:23,6.76,34958.0,
18674.0,2022-11-30 10:56:20,2022-11-30,2022-11-30 10:56:20,9.19,35253.0,
18674.0,2022-12-07 12:56:08,2022-12-07,2022-12-07 12:56:08,12.78,35429.0,
18674.0,2022-12-15 03:29:01,2022-12-14,2022-12-15 03:29:01,11.39,35728.0,
18674.0,2023-01-03 09:06:21,2023-01-03,2023-01-03 09:06:21,16.5,36592.0,
18674.0,2023-01-03 09:08:00,2022-12-20,2023-01-03 09:08:00,10.56,36601.0,
18674.0,2023-01-11 03:36:28,2023-01-10,2023-01-11 03:36:28,18.33,36883.0,
24815.0,2023-09-10 09:56:30,2023-09-10,2023-09-10 09:56:30,3.41,47247.0,"170,6 g 50 ekor size 293"
24815.0,2023-09-10 15:46:04,2023-09-10,2023-09-10 15:46:04,3.41,47265.0,
24815.0,2023-09-17 08:48:23,2023-09-17,2023-09-17 08:48:23,4.83,47746.0,676.6 g 140 ekor
24815.0,2023-09-24 09:53:46,2023-09-24,2023-09-24 09:53:46,6.81,48293.0,"1253,3 g 184 ekor"
24815.0,2023-10-02 00:58:23,2023-10-01,2023-10-02 00:58:23,8.26,48918.0,1140 g 138 ekor
24815.0,2023-10-12 09:55:11,2023-10-08,2023-10-08 10:25:39,10.42,49415.0,
24815.0,2023-10-12 09:36:09,2023-10-12,2023-10-12 09:29:11,12.35,49858.0,100 g 81 ekor
24815.0,2023-10-15 11:23:29,2023-10-15,2023-10-15 11:23:29,14.53,50082.0,1380 g 95 ekor
24815.0,2023-10-18 07:35:24,2023-10-17,2023-10-17 05:28:03,13.05,50230.0,3420 g 262 ekor
24815.0,2023-10-25 10:37:18,2023-10-25,2023-10-25 10:37:18,14.93,51145.0,
24815.0,2023-10-31 07:36:41,2023-10-31,2023-10-31 07:36:02,17.67,51580.0,
24815.0,2023-11-06 05:33:55,2023-11-06,2023-11-06 04:54:03,21.05,52099.0,2840 g 135 ekor
24815.0,2023-11-12 03:00:05,2023-11-12,2023-11-12 01:20:51,23.43,52505.0,"4640 g  198 ekor, size 42,68"
24815.0,2023-11-14 13:26:49,2023-11-14,2023-11-14 13:26:49,23.81,52766.0,
24815.0,2023-11-14 13:36:23,2023-11-06,2023-11-14 13:36:23,21.04,52770.0,"2840 ekor 135 ekor = size 47,53"
24815.0,2023-11-14 13:38:09,2023-11-12,2023-11-14 13:38:09,23.43,52771.0,"4640 g 198 ekor = size 42,68"
29597.0,2024-04-02 03:07:31,2024-03-29,2024-04-02 03:07:31,6.66,61673.0,
24966.0,2023-10-02 02:33:00,2023-10-01,2023-10-02 02:33:00,5.5,48919.0,
24966.0,2023-10-10 01:53:40,2023-10-08,2023-10-10 01:53:40,9.09,49477.0,
24966.0,2023-10-16 01:27:21,2023-10-13,2023-10-16 01:27:04,10.0,50107.0,
16947.0,2022-06-30 13:58:00,2022-06-04,2022-06-30 13:58:00,1.3,28092.0,
16947.0,2022-06-30 14:03:34,2022-06-18,2022-06-30 13:58:15,3.3,28093.0,
16947.0,2022-06-30 14:03:21,2022-06-11,2022-06-30 13:58:31,3.0,28094.0,
16947.0,2022-06-30 13:58:56,2022-06-25,2022-06-30 13:58:56,4.4,28095.0,
16947.0,2022-06-30 14:02:36,2022-05-28,2022-06-30 14:02:36,0.52,28097.0,
16947.0,2022-07-01 03:40:31,2022-07-01,2022-07-01 03:40:31,6.7,28104.0,
16947.0,2022-07-07 09:51:34,2022-07-07,2022-07-07 09:51:34,9.16,28353.0,
16947.0,2022-07-09 11:49:44,2022-07-09,2022-07-09 11:49:44,9.5,28458.0,
16947.0,2022-07-16 03:11:09,2022-07-16,2022-07-16 03:11:09,11.71,28894.0,
16947.0,2022-07-23 02:48:04,2022-07-23,2022-07-23 02:48:04,15.0,29209.0,
16947.0,2022-07-30 03:22:39,2022-07-30,2022-07-30 03:22:39,17.0,29474.0,
16947.0,2022-08-06 03:15:53,2022-08-06,2022-08-06 03:15:53,19.6,29712.0,
16947.0,2022-08-12 04:49:36,2022-08-12,2022-08-12 04:49:36,22.6,29961.0,
16947.0,2022-08-26 03:26:01,2022-08-19,2022-08-19 02:57:54,25.62,30315.0,
16947.0,2022-08-24 02:46:24,2022-08-24,2022-08-24 02:46:24,28.4,30646.0,
16947.0,2022-08-27 11:01:42,2022-08-27,2022-08-27 11:01:42,30.28,30790.0,
16947.0,2022-08-29 06:40:17,2022-08-29,2022-08-29 06:40:17,31.25,30863.0,
16947.0,2022-09-01 04:44:01,2022-09-01,2022-09-01 02:50:47,33.33,31020.0,
26482.0,2023-11-15 02:07:42,2023-11-15,2023-11-15 02:07:42,2.6,52791.0,
26482.0,2023-11-26 09:12:24,2023-11-26,2023-11-26 09:12:24,3.32,53703.0,
26482.0,2023-12-06 14:19:29,2023-12-06,2023-12-06 14:19:29,5.26,54420.0,
26482.0,2023-12-12 10:43:47,2023-12-12,2023-12-12 10:43:47,6.31,54805.0,
26482.0,2023-12-15 03:12:47,2023-12-15,2023-12-15 03:12:47,7.04,55082.0,
26482.0,2023-12-25 11:28:34,2023-12-25,2023-12-25 11:28:34,9.44,55691.0,
26482.0,2024-01-06 14:46:57,2023-12-31,2024-01-06 14:46:57,10.9,56332.0,
26482.0,2024-01-14 15:01:34,2024-01-14,2024-01-14 15:01:34,15.19,56764.0,
26482.0,2024-01-25 00:04:47,2024-01-19,2024-01-25 00:04:47,15.57,57428.0,
16502.0,2022-07-11 03:09:34,2022-07-04,2022-07-11 03:09:34,4.83,28521.0,
16502.0,2022-07-11 03:09:41,2022-07-11,2022-07-11 03:09:41,7.07,28522.0,
16502.0,2022-07-13 05:04:17,2022-06-20,2022-07-13 05:04:17,1.89,28712.0,
16502.0,2022-07-13 05:04:42,2022-06-27,2022-07-13 05:04:42,3.46,28713.0,
16502.0,2022-07-18 03:42:55,2022-07-18,2022-07-18 03:42:55,9.27,28930.0,
16502.0,2022-07-25 07:05:56,2022-07-25,2022-07-25 07:05:56,9.89,29322.0,
16502.0,2022-08-02 11:28:14,2022-08-02,2022-08-02 11:28:14,12.5,29585.0,
16502.0,2022-08-08 07:07:25,2022-08-08,2022-08-08 07:07:25,13.86,29774.0,
24049.0,2023-09-10 09:43:45,2023-09-10,2023-09-10 09:43:45,2.6,47232.0,
24049.0,2023-09-17 04:13:13,2023-09-17,2023-09-17 04:13:13,3.5,47732.0,
24049.0,2023-09-24 02:51:15,2023-09-24,2023-09-24 02:51:15,4.55,48277.0,
24049.0,2023-09-29 04:39:46,2023-09-29,2023-09-29 04:39:46,5.42,48715.0,
24049.0,2023-10-04 09:53:07,2023-10-04,2023-10-04 09:53:07,6.35,49178.0,
24049.0,2023-10-09 10:07:41,2023-10-09,2023-10-09 10:07:41,7.73,49444.0,
