id,cycle_id,quantity,recorded_at,created_at,updated_at,average_weight
2440,10241,26,2021-08-27,2021-09-29 06:37:43,2024-01-08 11:40:40,12.69
2441,10241,14,2021-09-07,2021-09-29 06:39:14,2024-01-08 11:40:40,14.29
2507,11042,40,2021-08-24,2021-10-12 15:54:21,2024-01-08 11:40:40,3.0
2508,11042,100,2021-08-25,2021-10-12 15:54:54,2024-01-08 11:40:40,3.0
2509,11042,10000,2021-08-26,2021-10-12 15:55:20,2024-01-08 11:40:40,3.0
2510,11042,1166,2021-08-27,2021-10-12 15:56:02,2024-01-08 11:40:40,3.0
2531,11509,6,2021-09-08,2021-10-23 20:24:05,2024-01-08 11:40:40,1.67
2532,11509,200,2021-09-09,2021-10-23 20:24:41,2024-01-08 11:40:40,2.51
2533,11509,9,2021-10-01,2021-10-23 20:28:50,2024-01-08 11:40:40,2.22
2534,11509,10,2021-10-02,2021-10-23 20:31:50,2024-01-08 11:40:40,2.4
2535,11509,39,2021-10-07,2021-10-23 20:35:08,2024-01-08 11:40:40,2.3
2536,11509,9,2021-10-11,2021-10-23 20:39:33,2024-01-08 11:40:40,2.22
2537,11509,103,2021-10-13,2021-10-23 20:41:59,2024-01-08 11:40:40,4.84
2539,11509,41,2021-10-12,2021-10-23 20:45:30,2024-01-08 11:40:40,7.32
2540,11509,21,2021-10-14,2021-10-23 20:46:57,2024-01-08 11:40:40,9.54
2541,11509,40,2021-10-15,2021-10-23 20:48:10,2024-01-08 11:40:40,10.0
2567,11081,5,2021-08-26,2021-10-28 05:10:41,2024-01-08 11:40:40,4.0
2568,11081,5,2021-08-29,2021-10-28 05:11:31,2024-01-08 11:40:40,4.0
2570,11081,20,2021-09-03,2021-10-28 05:12:50,2024-01-08 11:40:40,4.8
2571,11081,21,2021-09-05,2021-10-28 05:14:18,2024-01-08 11:40:40,4.76
2572,11081,460,2021-09-09,2021-10-28 05:15:50,2024-01-08 11:40:40,5.0
2573,11081,20,2021-09-10,2021-10-28 05:16:33,2024-01-08 11:40:40,5.0
2575,11081,100,2021-09-17,2021-10-28 05:18:53,2024-01-08 11:40:40,5.0
2581,11081,5,2021-09-24,2021-10-28 05:22:10,2024-01-08 11:40:40,7.2
2582,11081,17,2021-09-25,2021-10-28 05:22:49,2024-01-08 11:40:40,7.06
2583,11081,6,2021-09-28,2021-10-28 05:23:46,2024-01-08 11:40:40,6.67
2585,11081,973,2021-10-04,2021-10-28 05:24:55,2024-01-08 11:40:40,15.62
2757,11225,2800,2021-08-23,2021-11-14 04:48:56,2024-01-08 11:40:40,1.25
2758,11225,483,2021-10-15,2021-11-14 04:49:23,2024-01-08 11:40:40,14.49
2850,11774,8,2021-11-14,2021-11-18 07:01:21,2024-01-08 11:40:40,16.95
2861,11789,28,2021-11-18,2021-11-19 01:26:54,2024-01-08 11:40:40,19.61
2862,11789,22,2021-11-19,2021-11-19 01:27:36,2024-01-08 11:40:40,19.61
2870,11789,17,2021-11-20,2021-11-20 01:17:13,2024-01-08 11:40:40,19.61
2903,12482,295,2021-11-06,2021-11-21 00:13:43,2024-01-08 11:40:40,2.0
2904,12482,52,2021-11-09,2021-11-21 00:17:56,2024-01-08 11:40:40,4.76
2923,11789,17,2021-11-21,2021-11-22 01:21:07,2024-01-08 11:40:40,20.0
2924,11789,17,2021-11-22,2021-11-22 01:21:31,2024-01-08 11:40:40,20.0
2925,11789,3,2021-11-16,2021-11-22 01:22:21,2024-01-08 11:40:40,19.23
2926,11789,4,2021-11-17,2021-11-22 01:23:40,2024-01-08 11:40:40,19.23
2948,11789,14,2021-11-23,2021-11-24 01:04:51,2024-01-08 11:40:40,20.0
2956,11789,17,2021-11-24,2021-11-25 01:06:49,2024-01-08 11:40:40,25.64
2959,11789,19,2021-11-25,2021-11-25 09:02:53,2024-01-08 11:40:40,25.64
3098,13166,3,2021-12-11,2021-12-14 11:05:48,2024-01-08 11:40:40,5.0
3112,12856,3377,2021-12-12,2021-12-16 03:20:11,2024-01-08 11:40:40,4.59
3113,12856,528,2021-12-16,2021-12-16 03:21:14,2024-01-08 11:40:40,7.58
3123,12856,12270,2021-12-18,2021-12-18 02:58:58,2024-01-08 11:40:40,7.58
3133,12856,25066,2021-12-19,2021-12-20 01:34:02,2024-01-08 11:40:40,7.58
3134,12856,15436,2021-12-20,2021-12-20 01:34:09,2024-01-08 11:40:40,7.58
3147,12341,55,2021-12-20,2021-12-21 13:26:48,2024-01-08 11:40:40,5.41
3149,12341,90,2021-12-22,2021-12-22 07:27:36,2024-01-08 11:40:40,5.56
3193,12341,30,2021-12-26,2021-12-26 10:30:20,2024-01-08 11:40:40,6.67
3196,13451,200,2021-12-26,2021-12-26 11:49:48,2024-01-08 11:40:40,5.0
3217,13308,114,2021-12-27,2021-12-27 09:07:10,2024-01-08 11:40:40,2.86
3246,13308,38,2021-12-30,2021-12-30 01:07:26,2024-01-08 11:40:40,3.45
3260,13166,4,2021-12-30,2021-12-30 08:22:23,2024-01-08 11:40:40,5.0
3268,13452,600,2021-12-25,2021-12-30 13:59:19,2024-01-08 11:40:40,2.5
3269,13452,3200,2021-12-30,2021-12-30 13:59:46,2024-01-08 11:40:40,2.5
3283,12341,72,2021-12-31,2021-12-31 11:25:34,2024-01-08 11:40:40,8.33
3289,13451,249,2022-01-01,2022-01-01 11:53:20,2024-01-08 11:40:40,6.02
3295,12341,108,2022-01-02,2022-01-02 10:33:37,2024-01-08 11:40:40,8.33
3309,13308,365,2022-01-03,2022-01-03 13:03:51,2024-01-08 11:40:40,4.98
3314,13166,7,2021-12-30,2022-01-03 16:47:07,2024-01-08 11:40:40,5.43
3322,12341,180,2022-01-04,2022-01-04 10:44:37,2024-01-08 11:40:40,8.33
3326,13166,4,2022-01-04,2022-01-04 15:35:13,2024-01-08 11:40:40,7.5
3343,12341,120,2022-01-05,2022-01-05 11:27:06,2024-01-08 11:40:40,8.33
3345,12484,23371,2021-12-22,2022-01-05 12:38:44,2024-01-08 11:40:40,7.14
3347,12491,15085,2021-12-29,2022-01-05 14:21:30,2024-01-08 11:40:40,10.0
3350,12504,9800,2021-12-29,2022-01-05 16:46:41,2024-01-08 11:40:40,14.29
3352,12505,6860,2021-12-29,2022-01-05 17:04:07,2024-01-08 11:40:40,14.29
3353,12506,6860,2021-12-30,2022-01-05 17:09:49,2024-01-08 11:40:40,14.29
3370,13308,20,2022-01-06,2022-01-06 10:49:25,2024-01-08 11:40:40,4.8
3388,12341,48,2022-01-06,2022-01-07 02:19:32,2024-01-08 11:40:40,8.33
3390,13452,252,2022-01-07,2022-01-07 15:05:15,2024-01-08 11:40:40,7.94
3391,13791,450,2022-01-07,2022-01-07 15:09:38,2024-01-08 11:40:40,3.33
3395,12341,30,2022-01-08,2022-01-08 13:24:28,2024-01-08 11:40:40,8.33
3400,13308,65,2022-01-10,2022-01-10 02:09:40,2024-01-08 11:40:40,6.67
3410,12705,30,2022-01-10,2022-01-10 11:05:07,2024-01-08 11:40:40,20.0
3414,12341,30,2022-01-09,2022-01-11 03:29:40,2024-01-08 11:40:40,8.33
3415,12705,20,2022-01-11,2022-01-11 04:14:22,2024-01-08 11:40:40,20.0
3420,13166,2,2022-01-09,2022-01-11 13:33:39,2024-01-08 11:40:40,5.0
3433,12341,90,2022-01-11,2022-01-12 09:26:30,2024-01-08 11:40:40,8.33
3448,13308,22,2022-01-13,2022-01-13 10:55:49,2024-01-08 11:40:40,7.46
3480,13791,576,2022-01-13,2022-01-13 11:43:03,2024-01-08 11:40:40,5.21
3486,13451,735,2022-01-13,2022-01-14 03:54:38,2024-01-08 11:40:40,9.52
3487,13308,62,2022-01-14,2022-01-14 10:18:02,2024-01-08 11:40:40,7.19
3489,12341,42,2022-01-14,2022-01-14 14:25:24,2024-01-08 11:40:40,8.33
3512,13451,900,2022-01-14,2022-01-16 13:52:06,2024-01-08 11:40:40,10.0
3513,13451,1200,2022-01-16,2022-01-16 13:52:37,2024-01-08 11:40:40,10.0
3519,13451,1500,2022-01-17,2022-01-17 15:50:42,2024-01-08 11:40:40,10.0
3527,13308,234,2022-01-18,2022-01-18 10:37:39,2024-01-08 11:40:40,11.51
3532,13791,120,2022-01-17,2022-01-18 14:06:05,2024-01-08 11:40:40,8.33
3533,13452,100,2022-01-18,2022-01-18 15:22:34,2024-01-08 11:40:40,10.0
3548,13451,500,2022-01-20,2022-01-21 08:32:51,2024-01-08 11:40:40,10.0
3549,13451,2500,2022-01-21,2022-01-21 08:33:15,2024-01-08 11:40:40,10.0
3582,12705,20,2022-01-12,2022-01-24 02:53:33,2024-01-08 11:40:40,20.0
3583,12705,53,2022-01-24,2022-01-24 02:54:38,2024-01-08 11:40:40,22.08
3584,12705,35,2022-01-23,2022-01-24 02:55:42,2024-01-08 11:40:40,22.0
3585,12705,24,2022-01-22,2022-01-24 02:57:09,2024-01-08 11:40:40,21.67
3586,12705,17,2022-01-21,2022-01-24 02:57:56,2024-01-08 11:40:40,20.59
3587,12705,20,2022-01-20,2022-01-24 02:58:56,2024-01-08 11:40:40,20.0
3588,12705,20,2022-01-19,2022-01-24 02:59:31,2024-01-08 11:40:40,20.0
3589,12705,20,2022-01-18,2022-01-24 03:00:09,2024-01-08 11:40:40,20.0
3590,12705,20,2022-01-17,2022-01-24 03:00:50,2024-01-08 11:40:40,20.0
3591,12705,20,2022-01-16,2022-01-24 03:01:24,2024-01-08 11:40:40,20.0
3592,12705,20,2022-01-15,2022-01-24 03:01:58,2024-01-08 11:40:40,20.0
3593,12705,19,2022-01-14,2022-01-24 03:02:48,2024-01-08 11:40:40,18.42
3594,12705,17,2022-01-13,2022-01-24 03:05:01,2024-01-08 11:40:40,17.65
3607,13166,2,2022-01-15,2022-01-25 09:35:17,2024-01-08 11:40:40,10.0
3638,13308,124,2022-01-27,2022-01-27 05:48:22,2024-01-08 11:40:40,12.48
3667,13451,750,2022-01-24,2022-01-28 14:40:57,2024-01-08 11:40:40,13.33
3668,13451,600,2022-01-25,2022-01-28 14:41:21,2024-01-08 11:40:40,13.33
3669,13451,525,2022-01-27,2022-01-28 14:41:47,2024-01-08 11:40:40,13.33
3670,13451,360,2022-01-28,2022-01-28 14:42:20,2024-01-08 11:40:40,16.67
3679,13892,600,2022-01-29,2022-01-29 14:47:01,2024-01-08 11:40:40,8.33
3680,13892,300,2022-01-29,2022-01-29 14:47:57,2024-01-08 11:40:40,10.0
3684,13451,120,2022-01-29,2022-01-30 10:40:01,2024-01-08 11:40:40,16.67
3697,13892,220,2022-01-30,2022-01-30 23:19:17,2024-01-08 11:40:40,9.09
3698,13892,300,2022-01-30,2022-01-30 23:20:25,2024-01-08 11:40:40,10.0
3714,13451,180,2022-01-31,2022-01-31 12:46:31,2024-01-08 11:40:40,16.67
3729,13583,10000000,2022-01-05,2022-02-02 17:01:37,2024-01-08 11:40:40,0.01
3732,13452,55,2022-02-03,2022-02-03 12:41:06,2024-01-08 11:40:40,18.18
3746,12705,29,2022-02-04,2022-02-04 00:22:04,2024-01-08 11:40:40,30.3
3753,13791,315,2022-02-04,2022-02-04 12:26:13,2024-01-08 11:40:40,15.87
3760,12705,36,2022-02-06,2022-02-05 23:49:40,2024-01-08 11:40:40,33.33
3764,12705,37,2022-02-07,2022-02-07 00:44:02,2024-01-08 11:40:40,30.3
3806,13791,132,2022-02-10,2022-02-10 06:57:32,2024-01-08 11:40:40,15.15
3821,12705,50,2022-02-11,2022-02-12 03:36:44,2024-01-08 11:40:40,31.25
3822,12705,49,2022-02-12,2022-02-12 03:37:10,2024-01-08 11:40:40,31.25
3832,12705,21,2022-02-12,2022-02-13 00:28:57,2024-01-08 11:40:40,1428.57
3833,12705,46,2022-02-13,2022-02-13 00:29:45,2024-01-08 11:40:40,32.26
3845,12705,71,2022-02-14,2022-02-14 04:22:38,2024-01-08 11:40:40,33.33
3847,13024,18,2022-02-14,2022-02-14 10:39:31,2024-01-08 11:40:40,27.03
3867,12705,69,2022-02-15,2022-02-15 11:52:38,2024-01-08 11:40:40,32.26
3868,13451,90,2022-02-15,2022-02-15 12:54:53,2024-01-08 11:40:40,22.22
3870,13024,24,2022-02-16,2022-02-16 01:03:38,2024-01-08 11:40:40,28.57
3888,13791,275,2022-02-16,2022-02-16 14:39:10,2024-01-08 11:40:40,20.0
3919,13024,74,2022-02-18,2022-02-18 01:12:54,2024-01-08 11:40:40,28.57
3927,14094,2000,2022-02-16,2022-02-18 21:56:37,2024-01-08 11:40:40,2.5
3928,14094,800,2022-02-18,2022-02-18 21:56:57,2024-01-08 11:40:40,2.5
3933,14094,800,2022-02-19,2022-02-19 13:57:02,2024-01-08 11:40:40,2.5
3977,14094,528,2022-02-22,2022-02-22 09:00:33,2024-01-08 11:40:40,2.84
4016,14094,458,2022-02-24,2022-02-25 11:13:29,2024-01-08 11:40:40,2.18
4255,14439,852,2022-03-14,2022-03-17 05:42:27,2024-01-08 11:40:40,2.93
4256,14437,170,2022-03-15,2022-03-17 05:43:17,2024-01-08 11:40:40,2.93
4257,14438,170,2022-03-15,2022-03-17 05:43:31,2024-01-08 11:40:40,2.93
4258,14438,3413,2022-03-17,2022-03-17 05:44:08,2024-01-08 11:40:40,2.93
4261,14439,136,2022-03-16,2022-03-17 08:57:14,2024-01-08 11:40:40,2.93
4262,14437,51,2022-03-17,2022-03-17 08:57:55,2024-01-08 11:40:40,2.93
4275,14438,259,2022-03-18,2022-03-18 03:58:49,2024-01-08 11:40:40,3.09
4278,14439,338,2022-03-18,2022-03-19 00:14:06,2024-01-08 11:40:40,3.25
4304,14614,17,2022-03-21,2022-03-21 03:13:37,2024-01-08 11:40:40,2.0
4326,14438,125,2022-03-23,2022-03-23 05:14:35,2024-01-08 11:40:40,3.89
4334,14438,386,2022-03-24,2022-03-24 05:07:03,2024-01-08 11:40:40,3.24
4348,14439,389,2022-03-25,2022-03-25 03:53:01,2024-01-08 11:40:40,3.6
4358,14439,279,2022-03-26,2022-03-26 03:36:05,2024-01-08 11:40:40,3.59
4359,14438,625,2022-03-25,2022-03-26 03:41:21,2024-01-08 11:40:40,3.52
4360,14438,568,2022-03-26,2022-03-26 03:41:35,2024-01-08 11:40:40,3.52
4381,14438,222,2022-03-28,2022-03-28 03:39:00,2024-01-08 11:40:40,3.83
4382,14440,13333,2022-03-23,2022-03-28 14:13:25,2024-01-08 11:40:40,3.0
4383,14440,2098,2022-03-24,2022-03-28 14:14:28,2024-01-08 11:40:40,3.0
4384,14440,999,2022-03-25,2022-03-28 14:14:58,2024-01-08 11:40:40,3.0
4385,14440,367,2022-03-26,2022-03-28 14:16:02,2024-01-08 11:40:40,3.0
4390,14438,130,2022-03-29,2022-03-29 12:01:42,2024-01-08 11:40:40,3.83
4406,14440,395,2022-03-30,2022-03-30 08:03:59,2024-01-08 11:40:40,4.0
4407,14439,467,2022-03-30,2022-03-30 08:07:16,2024-01-08 11:40:40,4.71
4423,14440,205,2022-03-31,2022-04-01 02:08:36,2024-01-08 11:40:40,4.0
4424,14439,260,2022-03-31,2022-04-01 02:09:43,2024-01-08 11:40:40,4.72
4425,14438,138,2022-03-31,2022-04-01 02:11:08,2024-01-08 11:40:40,3.89
4432,14522,52,2022-04-01,2022-04-01 06:51:58,2024-01-08 11:40:40,2.0
4440,14614,25,2022-04-01,2022-04-01 14:32:14,2024-01-08 11:40:40,4.0
4461,14095,900,2022-04-03,2022-04-03 03:47:54,2024-01-08 11:40:40,13.89
4462,14439,1720,2022-04-03,2022-04-03 03:54:14,2024-01-08 11:40:40,5.41
4466,14630,3,2022-04-03,2022-04-03 15:05:12,2024-01-08 11:40:40,4.08
4479,14630,4,2022-04-04,2022-04-04 13:50:45,2024-01-08 11:40:40,4.08
4480,14095,2040,2022-04-04,2022-04-04 22:41:27,2024-01-08 11:40:40,14.71
4483,14440,1414,2022-04-05,2022-04-05 03:50:35,2024-01-08 11:40:40,4.95
4484,14439,1118,2022-04-05,2022-04-05 03:51:01,2024-01-08 11:40:40,5.81
4485,14438,724,2022-04-05,2022-04-05 03:51:32,2024-01-08 11:40:40,4.83
4490,14522,34,2022-04-04,2022-04-05 08:21:24,2024-01-08 11:40:40,2.5
4503,14630,3,2022-04-06,2022-04-06 13:37:52,2024-01-08 11:40:40,4.65
4511,14439,403,2022-04-07,2022-04-07 02:34:47,2024-01-08 11:40:40,6.2
4512,14440,1382,2022-04-07,2022-04-07 03:12:06,2024-01-08 11:40:40,5.71
4513,14438,647,2022-04-07,2022-04-07 03:13:49,2024-01-08 11:40:40,5.41
4560,14604,1,2022-04-02,2022-04-08 12:49:31,2024-01-08 11:40:40,3.3
4561,14604,1,2022-04-05,2022-04-08 12:49:44,2024-01-08 11:40:40,3.3
4564,14630,14,2022-04-08,2022-04-09 01:28:57,2024-01-08 11:40:40,4.95
4565,14630,22,2022-04-09,2022-04-09 01:30:30,2024-01-08 11:40:40,4.95
4566,14439,294,2022-04-09,2022-04-09 02:15:34,2024-01-08 11:40:40,6.8
4567,14438,58,2022-04-09,2022-04-09 02:19:57,2024-01-08 11:40:40,5.95
4568,14440,1310,2022-04-09,2022-04-09 02:42:22,2024-01-08 11:40:40,5.95
4579,14679,400,2022-04-10,2022-04-10 02:46:50,2024-01-08 11:40:40,5.0
4581,14877,250,2022-04-08,2022-04-10 06:05:58,2024-01-08 11:40:40,2.0
4582,14877,125,2022-04-10,2022-04-10 06:06:49,2024-01-08 11:40:40,2.0
4584,14878,2500,2022-04-10,2022-04-10 14:23:16,2024-01-08 11:40:40,2.0
4585,14630,5,2022-04-10,2022-04-10 14:50:55,2024-01-08 11:40:40,6.67
4587,14440,600,2022-04-11,2022-04-11 03:04:45,2024-01-08 11:40:40,6.67
4588,14439,276,2022-04-11,2022-04-11 03:05:12,2024-01-08 11:40:40,7.25
4589,14438,126,2022-04-11,2022-04-11 03:05:48,2024-01-08 11:40:40,6.33
4590,14693,2000,2022-04-11,2022-04-11 22:54:53,2024-01-08 11:40:40,5.0
4591,14094,1377,2022-04-12,2022-04-12 11:50:25,2024-01-08 11:40:40,19.61
4592,14097,1670,2022-04-12,2022-04-12 04:51:05,2024-01-08 11:40:40,17.24
4593,14345,56,2022-04-11,2022-04-12 10:39:56,2024-01-08 11:40:40,6.25
