cycle_id,updated_at,size,created_at,weight,id,harvested_at,status,selling_price
24946.0,2023-10-26 00:51:01,110.0,2023-10-26 00:51:01,95.0,22912.0,2023-10-19,Partial,4940000.0
24946.0,2023-10-30 02:57:25,100.0,2023-10-30 02:57:25,180.0,23066.0,2023-10-28,Full,9720000.0
23673.0,2023-10-10 07:24:12,52.0,2023-10-10 07:24:12,6382.0,22178.0,2023-09-26,Full,695638000.0
25214.0,2023-09-15 04:09:53,124.0,2023-09-15 04:09:53,94.0,21213.0,2023-09-14,Partial,4324000.0
25214.0,2023-09-25 10:29:53,95.0,2023-09-20 06:21:02,407.5,21440.0,2023-09-20,Full,22820000.0
19064.0,2023-02-06 02:41:49,119.78,2023-01-05 20:49:10,481.2,15542.0,2023-01-03,Partial,21193972.8
19064.0,2023-02-06 02:41:49,119.78,2023-01-05 20:50:21,65.54,15543.0,2023-01-03,Partial,983100.0
19064.0,2023-02-06 02:47:08,63.42,2023-01-24 19:58:24,111.66,15919.0,2023-01-21,Partial,6661412.28
19064.0,2023-02-06 02:47:07,113.57,2023-01-24 20:00:26,180.09,15920.0,2023-01-21,Partial,8335645.74
19064.0,2023-02-06 02:47:07,113.57,2023-01-24 20:01:27,346.57,15921.0,2023-01-21,Partial,6931400.0
19064.0,2023-02-06 04:11:39,101.81,2023-02-03 06:47:21,825.3,16166.0,2023-02-02,Full,42318082.8
19064.0,2023-02-06 04:11:39,53.77,2023-02-03 06:49:51,216.15,16167.0,2023-02-02,Full,13372984.35
19064.0,2023-02-06 04:11:39,53.77,2023-02-03 06:51:11,125.86,16168.0,2023-02-02,Full,2768920.0
9104.0,2021-08-13 08:11:40,75.62,2021-07-09 23:12:50,551.4,5905.0,2021-06-18,Partial,33981679.2
9104.0,2021-08-03 13:28:11,75.62,2021-07-09 23:12:50,0.5,5906.0,2021-06-18,Partial,15000.0
9104.0,2021-08-03 13:28:11,58.61,2021-07-12 12:53:37,602.81,6000.0,2021-06-30,Partial,42531862.36
9104.0,2021-08-03 13:28:11,58.61,2021-07-12 12:53:37,2.66,6001.0,2021-06-30,Partial,66500.0
9104.0,2021-08-03 13:28:11,50.0,2021-07-12 12:53:37,637.13,6002.0,2021-07-08,Partial,49059010.0
9104.0,2021-08-13 08:11:40,50.0,2021-07-12 12:53:37,4.8,6003.0,2021-07-08,Partial,120040.0
9104.0,2021-08-13 07:21:22,37.311,2021-08-13 07:21:22,3131.6,6439.0,2021-07-28,Full,0.0
9104.0,2021-08-13 07:21:22,37.311,2021-08-13 07:21:22,58.29,6440.0,2021-07-28,Full,0.0
24052.0,2023-10-25 02:23:41,98.0,2023-10-23 02:23:22,3699.91,22784.0,2023-10-22,Full,197575194.0
24052.0,2023-10-25 02:23:40,210.0,2023-10-23 02:24:01,43.66,22785.0,2023-10-22,Full,1398866.4
11851.0,2021-10-22 08:17:01,289.0,2021-10-22 08:17:01,57.0,7501.0,2021-10-22,Full,57.0
24575.0,2023-11-18 09:06:20,83.75,2023-11-18 09:03:00,1937.14,24061.0,2023-11-16,Full,93467005.0
24575.0,2023-11-18 09:06:20,83.75,2023-11-18 09:04:01,16.5,24062.0,2023-11-16,Full,330000.0
24741.0,2024-01-31 08:31:20,30.7,2024-01-31 08:31:20,5618.0,26389.0,2024-01-31,Full,
24691.0,2023-12-11 07:25:35,83.0,2023-10-21 13:41:21,313.0,22726.0,2023-10-21,Partial,16620300.0
24691.0,2023-12-11 07:52:56,62.0,2023-11-04 16:37:06,418.8,23233.0,2023-11-03,Partial,24960480.0
24691.0,2023-11-28 03:58:55,47.0,2023-11-22 05:24:05,201.9,24231.0,2023-11-21,Partial,13163880.0
24691.0,2023-11-28 03:58:55,45.0,2023-11-23 08:12:22,361.85,24265.0,2023-11-23,Partial,23882100.0
24691.0,2023-11-29 04:46:33,42.0,2023-11-29 04:46:33,463.7,24518.0,2023-11-29,Partial,31160640.0
24691.0,2023-12-07 04:01:41,43.7,2023-12-07 04:01:41,2689.36,24761.0,2023-12-04,Full,167842957.6
24691.0,2023-12-07 04:02:59,70.0,2023-12-07 04:02:48,14.5,24762.0,2023-12-04,Full,754000.0
9505.0,2021-11-30 14:23:33,200.0,2021-06-30 14:02:23,92.0,5750.0,2021-06-16,Full,3220000.0
27101.0,2024-02-07 03:23:02,39.5,2024-02-07 03:23:02,10731.0,26587.0,2024-01-16,Full,
23531.0,2023-07-08 09:36:16,61.0,2023-07-08 09:36:16,315.93,19432.0,2023-05-30,Full,16744290.0
17736.0,2022-09-21 04:19:40,100.0,2022-09-21 04:19:40,215.0,13274.0,2022-09-19,Partial,
17736.0,2022-09-21 04:19:40,100.0,2022-09-21 04:19:40,0.6,13284.0,2022-09-19,Partial,
17736.0,2022-10-03 06:26:12,79.2,2022-10-03 06:26:12,196.77,13465.0,2022-09-30,Partial,
17736.0,2022-10-03 06:33:24,79.2,2022-10-03 06:33:24,1.92,13477.0,2022-09-30,Partial,
17736.0,2022-10-30 06:21:44,68.22,2022-10-10 11:59:29,323.08,13636.0,2022-10-11,Partial,
17736.0,2022-10-30 06:21:41,68.22,2022-10-10 11:59:29,5.29,13637.0,2022-10-11,Partial,
17736.0,2022-10-27 04:46:31,54.8,2022-10-27 04:46:31,2968.38,14051.0,2022-10-25,Full,
17736.0,2022-10-27 04:46:31,54.8,2022-10-27 04:46:31,108.22,14052.0,2022-10-25,Full,
11638.0,2022-10-06 05:23:18,105.0,2021-11-21 04:02:54,30.0,8188.0,2021-10-30,Partial,950000.0
11638.0,2022-10-06 05:23:18,105.0,2021-11-21 04:04:09,547.54,8189.0,2021-10-30,Full,27650770.0
26690.0,2023-12-07 04:07:04,300.0,2023-12-07 04:07:04,275.0,24766.0,2023-12-06,Full,9625000.0
27605.0,2024-01-16 05:52:38,190.0,2024-01-16 05:52:38,240.7,25721.0,2024-01-11,Partial,7221000.0
27605.0,2024-01-30 03:29:54,134.0,2024-01-30 03:29:54,113.5,26368.0,2024-01-29,Partial,4903200.0
27605.0,2024-01-30 03:30:51,134.0,2024-01-30 03:30:51,19.0,26369.0,2024-01-29,Partial,456000.0
27605.0,2024-02-07 10:17:04,119.0,2024-02-07 07:56:12,415.9,26606.0,2024-02-07,Full,19214580.0
27148.0,2024-01-12 02:12:55,230.0,2024-01-12 02:12:55,37.2,25576.0,2024-01-11,Full,930000.0
27148.0,2024-01-12 02:13:54,145.0,2024-01-12 02:13:54,361.35,25577.0,2024-01-11,Full,14454000.0
20661.0,2023-05-23 07:36:07,88.0,2023-05-17 12:22:00,689.4,17941.0,2023-05-17,Partial,40054140.0
20661.0,2023-05-23 07:36:07,160.0,2023-05-19 22:23:38,2.96,17992.0,2023-05-17,Partial,103185.6
20661.0,2023-05-23 07:36:07,88.0,2023-05-20 02:30:47,0.39,18009.0,2023-05-17,Partial,14605.5
20661.0,2023-05-23 07:36:07,88.0,2023-05-23 05:59:36,0.11,18093.0,2023-05-17,Partial,2200.0
20661.0,2023-05-30 08:00:58,71.0,2023-05-27 11:08:07,621.77,18195.0,2023-05-27,Partial,38301032.0
20661.0,2023-05-30 08:00:55,170.0,2023-05-27 11:08:44,1.91,18196.0,2023-05-27,Partial,82359.2
20661.0,2023-06-15 08:01:46,52.0,2023-06-13 11:13:19,562.38,18584.0,2023-06-13,Partial,38354316.0
20661.0,2023-06-15 08:01:42,130.0,2023-06-13 11:14:02,1.63,18585.0,2023-06-13,Partial,66699.6
20661.0,2023-06-15 08:01:46,52.0,2023-06-13 11:15:07,0.78,18586.0,2023-06-13,Partial,37237.2
20661.0,2023-07-01 03:47:08,47.0,2023-06-21 10:35:34,474.57,18815.0,2023-06-21,Partial,32602959.0
20661.0,2023-07-01 03:47:08,47.0,2023-06-21 10:36:10,8.79,18816.0,2023-06-21,Partial,362323.8
20661.0,2023-07-04 15:46:33,39.0,2023-07-04 03:42:02,3218.78,19257.0,2023-07-03,Full,225314600.0
20661.0,2023-07-04 15:46:33,65.0,2023-07-04 03:42:59,126.3,19258.0,2023-07-03,Full,7072800.0
20661.0,2023-07-04 15:46:33,39.0,2023-07-04 03:44:55,215.33,19259.0,2023-07-03,Full,9043860.0
20661.0,2023-07-04 15:52:45,39.0,2023-07-04 04:17:17,100.0,19270.0,2023-07-03,Full,12000000.0
18674.0,2022-12-12 08:05:49,94.0,2022-12-12 08:05:49,304.23,15017.0,2022-12-10,Partial,16306728.0
18674.0,2022-12-12 08:06:44,94.0,2022-12-12 08:06:44,8.44,15018.0,2022-12-10,Partial,278520.0
18674.0,2023-01-26 06:09:29,79.0,2023-01-09 00:54:40,973.75,15561.0,2022-12-19,Partial,52874625.0
18674.0,2023-01-26 06:09:29,79.0,2023-01-09 00:55:16,16.75,15562.0,2022-12-19,Partial,545715.0
18674.0,2023-01-26 06:08:02,94.0,2023-01-26 05:59:44,304.23,15996.0,2022-12-11,Partial,16306728.0
18674.0,2023-01-26 06:08:02,94.0,2023-01-26 06:00:18,8.44,15997.0,2022-12-11,Partial,278520.0
18674.0,2023-02-08 03:03:29,39.0,2023-02-08 02:35:48,3797.59,16250.0,2023-01-31,Full,282920455.0
18674.0,2023-02-08 03:03:29,39.0,2023-02-08 02:53:28,10.0,16251.0,2023-01-31,Full,745000.0
18674.0,2023-02-08 03:03:29,39.0,2023-02-08 02:54:39,3.0,16252.0,2023-01-31,Full,223500.0
18674.0,2023-02-08 03:03:29,67.5,2023-02-08 02:56:34,103.86,16253.0,2023-01-31,Full,6205635.0
18674.0,2023-02-08 03:03:29,67.5,2023-02-08 02:58:05,6.0,16254.0,2023-01-31,Full,358500.0
18674.0,2023-02-08 03:03:29,39.0,2023-02-08 02:59:31,53.63,16255.0,2023-01-31,Full,2397261.0
18674.0,2023-02-08 03:03:29,39.0,2023-02-08 03:00:50,2.6,16256.0,2023-01-31,Full,2.6
24815.0,2023-11-16 08:42:47,96.0,2023-10-08 02:23:53,758.1,22138.0,2023-10-08,Partial,39269580.0
24815.0,2023-11-16 08:40:24,76.9,2023-10-17 05:33:30,573.2,22425.0,2023-10-17,Partial,33027784.0
24815.0,2023-11-16 08:44:20,67.0,2023-10-25 10:35:11,991.04,22902.0,2023-10-25,Partial,59065984.0
24815.0,2023-11-16 08:46:22,56.6,2023-10-31 07:07:15,374.9,23097.0,2023-10-31,Partial,23123832.0
24815.0,2023-11-16 08:50:52,47.5,2023-11-06 05:35:21,307.0,23280.0,2023-11-06,Partial,20338750.0
24815.0,2023-11-16 08:53:39,43.0,2023-11-12 01:17:27,264.0,23613.0,2023-11-11,Partial,18084000.0
24815.0,2023-11-16 08:56:56,43.0,2023-11-12 08:03:04,488.26,23622.0,2023-11-12,Partial,33445810.0
24815.0,2023-11-22 01:58:37,42.0,2023-11-14 07:57:33,1030.74,23769.0,2023-11-14,Full,71121060.0
24815.0,2023-11-18 15:12:30,42.0,2023-11-14 08:06:35,50.0,23770.0,2023-11-14,Partial,3400000.0
29597.0,2024-04-02 03:06:03,150.0,2024-04-02 03:06:03,1250.0,28215.0,2024-03-29,Full,56250000.0
24966.0,2023-10-02 02:34:06,180.0,2023-10-02 02:34:06,100.0,21857.0,2023-10-01,Partial,4200000.0
24966.0,2023-10-10 01:54:50,110.0,2023-10-10 01:54:50,140.0,22164.0,2023-10-08,Partial,7000000.0
24966.0,2023-10-16 01:26:02,100.0,2023-10-16 01:26:02,860.0,22386.0,2023-10-13,Full,43860000.0
16947.0,2022-09-01 13:04:07,32.0,2022-09-01 13:04:07,3629.0,12933.0,2022-09-01,Partial,1411681.0
10636.0,2021-08-29 23:27:59,130.0,2021-08-29 23:27:59,90.0,6708.0,2021-08-29,Full,90.0
26482.0,2024-01-13 23:26:54,87.0,2024-01-13 23:26:54,329.25,25620.0,2024-01-05,Partial,46.1
26482.0,2024-03-07 14:18:54,64.0,2024-03-07 14:18:54,297.75,27538.0,2024-01-22,Partial,53.7
26482.0,2024-03-07 14:21:53,55.0,2024-03-07 14:21:53,1142.35,27539.0,2024-02-01,Full,56.0
26482.0,2024-03-07 14:26:06,55.0,2024-03-07 14:26:06,36.0,27540.0,2024-02-01,Full,39.2
26482.0,2024-03-07 14:38:48,90.0,2024-03-07 14:27:41,47.1,27541.0,2024-02-01,Full,25.0
16502.0,2022-08-02 11:19:30,80.0,2022-08-02 11:19:30,1127.55,12218.0,2022-08-02,Partial,
16502.0,2022-08-06 07:09:40,188.0,2022-08-06 07:09:40,46.9,12317.0,2022-08-02,Partial,
16502.0,2024-01-03 17:06:29,100.0,2022-08-14 22:52:17,75.66,12459.0,2022-08-14,Full,
16502.0,2024-01-03 17:06:25,65.0,2022-08-14 22:56:03,1126.61,12460.0,2022-08-14,Full,
24049.0,2023-10-23 02:16:12,120.0,2023-10-21 02:27:50,2769.34,22674.0,2023-10-20,Full,138467000.0
24049.0,2023-10-23 02:16:55,240.0,2023-10-21 02:28:13,61.71,22675.0,2023-10-20,Full,1388475.0
16332.0,2022-08-15 13:12:00,93.55,2022-08-15 13:12:00,377.85,12479.0,2022-07-19,Partial,
16332.0,2022-08-15 13:13:14,71.59,2022-08-15 13:13:14,383.87,12480.0,2022-08-01,Partial,
16332.0,2022-08-15 13:14:04,60.0,2022-08-15 13:14:04,2416.24,12481.0,2022-08-13,Full,
24772.0,2023-12-11 07:38:59,95.0,2023-10-27 13:45:32,231.35,22996.0,2023-10-23,Partial,11567500.0
24772.0,2023-12-11 08:06:36,85.0,2023-11-10 16:56:41,190.35,23594.0,2023-11-09,Partial,10183725.0
24772.0,2023-12-11 08:25:36,81.0,2023-11-10 22:04:19,53.45,23596.0,2023-11-10,Partial,2923715.0
24772.0,2023-11-28 03:53:05,83.0,2023-11-15 22:42:34,300.0,23962.0,2023-11-14,Partial,16230000.0
24772.0,2023-11-28 03:53:05,74.0,2023-11-15 22:43:37,153.7,23963.0,2023-11-13,Partial,8576460.0
24772.0,2023-11-28 03:53:05,81.0,2023-11-15 22:44:36,495.8,23964.0,2023-11-15,Partial,26624460.0
24772.0,2023-11-28 03:53:05,86.0,2023-11-16 04:17:51,572.75,23999.0,2023-11-16,Full,30470300.0
25441.0,2023-12-16 09:27:39,130.0,2023-11-11 06:08:36,224.0,23604.0,2023-10-21,Full,8960000.0
25621.0,2024-02-06 06:41:42,98.8,2024-02-06 06:41:42,2211.0,26563.0,2023-12-21,Full,
22510.0,2023-08-02 07:28:54,62.0,2023-08-02 07:28:54,553.2,20185.0,2023-08-02,Partial,116725.2
22510.0,2023-08-22 08:58:33,45.0,2023-08-22 08:58:33,501.0,20564.0,2023-08-22,Partial,122745.0
22510.0,2023-09-24 12:31:37,30.0,2023-09-24 12:31:37,2932.0,21583.0,2023-09-24,Full,1158140.0
27151.0,2024-01-04 05:24:20,170.0,2024-01-04 05:24:20,282.0,25463.0,2024-01-04,Full,36000.0
15213.0,2022-07-11 03:20:22,50.0,2022-07-11 03:20:22,2.56,11621.0,2022-07-04,Full,140965.0
25139.0,2023-11-09 03:01:51,78.0,2023-11-09 02:48:55,1106.18,23483.0,2023-11-01,Partial,53539112.0
25139.0,2023-11-20 05:03:51,52.5,2023-11-20 03:37:47,982.0,24142.0,2023-11-17,Partial,52537000.0
25139.0,2023-12-06 11:12:33,42.5,2023-12-06 11:05:10,2794.47,24718.0,2023-12-04,Full,153695850.0
22452.0,2023-07-14 07:41:28,81.0,2023-07-14 07:41:16,3566.0,19628.0,2023-07-10,Full,295978000.0
24701.0,2023-09-08 10:30:15,92.0,2023-09-08 10:30:15,2609.0,20990.0,2023-07-22,Full,
24701.0,2023-09-08 10:31:49,107.0,2023-09-08 10:31:49,2829.0,20991.0,2023-07-22,Full,
17637.0,2022-12-10 08:46:45,19.6,2022-12-10 08:46:45,3030.0,14970.0,2022-12-09,Full,
23110.0,2023-10-01 03:45:31,107.5,2023-09-11 05:29:13,227.08,21054.0,2023-09-05,Partial,10332140.0
23110.0,2023-10-01 03:48:23,80.2,2023-09-24 12:40:32,528.04,21585.0,2023-09-19,Partial,26908918.4
23110.0,2023-10-06 00:31:32,77.9,2023-10-05 01:11:04,361.67,21984.0,2023-10-03,Partial,18597071.4
23110.0,2023-10-22 23:39:34,63.6,2023-10-22 23:39:34,1628.84,22781.0,2023-10-19,Full,88413435.2
23110.0,2023-10-22 23:40:20,63.6,2023-10-22 23:40:20,245.0,22782.0,2023-10-19,Full,12803700.0
19310.0,2023-01-27 03:32:36,133.0,2023-01-11 03:35:30,391.28,15654.0,2023-01-08,Partial,17764112.0
19310.0,2023-01-23 10:22:43,192.0,2023-01-12 02:17:01,30.0,15698.0,2023-01-08,Partial,1008000.0
19310.0,2023-02-06 08:16:27,192.0,2023-01-14 03:40:08,3.0,15762.0,2023-01-08,Partial,0.0
19310.0,2023-01-18 08:28:07,102.0,2023-01-18 08:28:07,554.04,15808.0,2023-01-16,Partial,
19310.0,2023-01-27 04:43:23,102.0,2023-01-21 04:34:58,478.88,15860.0,2023-01-16,Partial,25189088.0
19310.0,2023-01-27 04:23:56,180.0,2023-01-26 04:50:46,75.16,15981.0,2023-01-16,Partial,2780920.0
19310.0,2023-02-22 04:31:35,73.5,2023-02-11 06:26:51,891.84,16292.0,2023-02-10,Full,53332032.0
19310.0,2023-02-22 04:31:35,73.5,2023-02-11 06:27:31,31.46,16293.0,2023-02-10,Full,1316915.6
19310.0,2023-02-11 07:20:41,190.0,2023-02-11 07:16:42,29.0,16315.0,2023-02-10,Full,1073000.0
19310.0,2023-02-13 02:10:10,190.0,2023-02-13 02:10:10,6.44,16319.0,2023-02-10,Full,
19310.0,2023-02-13 02:10:10,190.0,2023-02-13 02:10:10,2.0,16320.0,2023-02-10,Full,
19310.0,2023-02-13 02:10:10,190.0,2023-02-13 02:10:10,2.78,16321.0,2023-02-10,Full,
19310.0,2023-02-13 02:10:10,190.0,2023-02-13 02:10:10,5.0,16322.0,2023-02-10,Full,
19310.0,2023-02-13 02:10:10,190.0,2023-02-13 02:10:10,1.5,16323.0,2023-02-10,Full,
19310.0,2023-02-13 02:10:10,190.0,2023-02-13 02:10:10,17.22,16324.0,2023-02-10,Full,
27185.0,2024-01-18 14:36:37,140.0,2023-12-16 01:40:24,377.0,25075.0,2023-12-12,Partial,15834000.0
27185.0,2023-12-24 01:38:24,126.0,2023-12-24 01:38:24,800.0,25264.0,2023-12-23,Partial,
27185.0,2024-01-03 14:21:17,130.0,2023-12-27 02:02:04,10.0,25298.0,2023-12-12,Partial,
27185.0,2024-01-03 14:21:05,126.0,2023-12-27 02:02:35,15.0,25299.0,2023-12-23,Partial,
27185.0,2024-01-18 14:40:52,136.0,2023-12-27 02:03:13,867.0,25300.0,2023-12-23,Full,36414000.0
27185.0,2024-01-01 14:31:27,136.0,2024-01-01 14:30:56,7.0,25402.0,2023-12-23,Partial,
19665.0,2022-11-26 11:14:59,200.0,2022-11-26 11:14:59,1250.0,14710.0,2022-11-11,Failed,70000000.0
22354.0,2023-08-14 07:11:17,96.0,2023-06-01 02:16:36,3000.0,18320.0,2023-06-04,Partial,252000000.0
22354.0,2023-06-29 03:21:07,41.0,2023-06-29 03:20:58,6500.0,18968.0,2023-06-28,Full,585000000.0
12868.0,2022-02-15 04:21:02,82.09,2022-02-02 07:33:26,117.11,9388.0,2022-01-09,Full,0.0
16755.0,2022-10-23 06:45:00,64.0,2022-10-22 14:42:53,920.0,13936.0,2022-09-09,Full,65320000.0
16253.0,2022-07-02 00:18:03,300.0,2022-07-02 00:18:03,2.5,11355.0,2022-07-01,Partial,150000.0
16253.0,2022-07-09 10:15:26,230.0,2022-07-09 10:15:26,6.0,11615.0,2022-07-09,Partial,360000.0
16253.0,2022-07-16 18:22:50,170.0,2022-07-16 12:20:40,18.1,11903.0,2022-07-16,Partial,
16253.0,2022-07-23 05:34:07,150.0,2022-07-22 13:59:45,4.9,12055.0,2022-07-22,Partial,294000.0
16253.0,2022-07-23 23:01:26,150.0,2022-07-23 12:35:06,7.5,12069.0,2022-07-23,Partial,
16253.0,2022-07-25 00:29:01,140.0,2022-07-25 00:29:01,4.0,12095.0,2022-07-25,Partial,240000.0
16253.0,2022-07-26 10:36:22,130.0,2022-07-26 10:36:22,4.3,12145.0,2022-07-26,Partial,258000.0
16253.0,2022-07-27 10:52:02,130.0,2022-07-27 10:52:02,2.7,12153.0,2022-07-27,Partial,162000.0
16253.0,2022-07-28 14:07:51,125.0,2022-07-28 14:07:51,3.7,12177.0,2022-07-28,Partial,222000.0
16253.0,2022-07-29 14:39:22,125.0,2022-07-29 14:39:22,7.0,12186.0,2022-07-29,Full,420000.0
27903.0,2024-02-15 12:36:03,150.0,2024-02-15 12:36:03,150.0,26962.0,2024-02-14,Full,6750000.0
27903.0,2024-02-15 12:37:11,200.0,2024-02-15 12:37:11,250.0,26963.0,2024-02-02,Partial,10000000.0
27018.0,2023-11-27 10:59:57,115.0,2023-11-27 10:59:57,390.0,24401.0,2023-11-26,Partial,17257500.0
27018.0,2023-12-08 06:01:06,88.0,2023-12-08 06:01:06,893.0,24867.0,2023-12-08,Partial,44739300.0
27018.0,2023-12-12 03:22:58,80.0,2023-12-12 03:22:58,525.0,24909.0,2023-12-11,Partial,27562500.0
27018.0,2023-12-13 08:46:02,80.0,2023-12-13 08:46:02,525.0,24976.0,2023-12-13,Partial,27562500.0
27018.0,2023-12-22 09:34:57,74.0,2023-12-22 09:34:57,546.0,25237.0,2023-12-22,Partial,29647800.0
27018.0,2023-12-24 08:47:31,75.0,2023-12-24 08:47:31,1005.0,25267.0,2023-12-24,Partial,54270000.0
27018.0,2023-12-28 02:04:10,75.0,2023-12-28 02:04:10,233.0,25346.0,2023-12-28,Failed,12582000.0
21696.0,2023-11-15 01:41:39,75.57,2023-06-12 06:14:38,173.81,18494.0,2023-06-10,Full,9713545.66
15511.0,2022-10-06 05:25:53,96.6,2022-06-21 03:41:09,244.8,11156.0,2022-06-18,Partial,12406464.0
15511.0,2022-10-06 05:25:54,96.6,2022-06-21 13:28:43,8.76,11164.0,2022-06-18,Partial,175200.0
15511.0,2022-10-06 05:26:58,37.8,2022-07-27 15:50:08,841.87,12156.0,2022-07-25,Full,65750047.0
15511.0,2022-10-06 05:26:57,37.0,2022-07-27 15:50:09,13.9,12157.0,2022-07-25,Full,347500.0
16940.0,2022-09-10 01:42:45,85.0,2022-09-10 01:42:45,520.0,13073.0,2022-09-09,Partial,
16940.0,2022-09-21 23:39:40,63.0,2022-09-21 23:39:40,704.0,13345.0,2022-09-20,Partial,
16940.0,2022-10-04 07:44:13,46.0,2022-10-04 07:44:13,1080.0,13530.0,2022-10-02,Partial,1080.0
16940.0,2022-10-16 20:59:08,36.0,2022-10-16 20:59:08,2648.0,13795.0,2022-10-15,Full,2648.0
28070.0,2024-03-26 17:01:27,89.24,2024-03-01 11:01:46,417.16,27393.0,2024-02-27,Partial,20567656.64
28070.0,2024-03-26 17:01:38,162.0,2024-03-01 11:04:34,0.52,27394.0,2024-02-27,Partial,14768.0
28070.0,2024-03-27 06:13:11,94.0,2024-03-26 10:31:46,2.3,28057.0,2024-03-13,Partial,112240.0
28070.0,2024-03-27 06:13:12,64.52,2024-03-26 10:31:55,398.44,28058.0,2024-03-13,Partial,22929425.12
28070.0,2024-04-04 08:25:17,50.15,2024-04-04 08:20:34,1867.58,28293.0,2024-03-30,Full,117573498.9
28070.0,2024-04-04 08:25:17,94.0,2024-04-04 08:20:43,7.38,28294.0,2024-03-30,Full,377856.0
25021.0,2023-11-07 02:39:07,68.16,2023-11-07 02:24:02,303.0,23323.0,2023-11-03,Partial,16604400.0
25021.0,2023-11-15 12:23:18,58.0,2023-11-15 12:21:55,1447.0,23936.0,2023-11-10,Full,83347200.0
25021.0,2023-11-15 12:23:28,88.0,2023-11-15 12:21:56,58.0,23938.0,2023-11-10,Full,2610000.0
24191.0,2023-08-24 12:00:45,303.0,2023-08-24 12:00:45,147.0,20670.0,2023-08-24,,3969000.0
24191.0,2023-11-20 19:12:07,175.0,2023-11-20 19:12:07,217.0,24181.0,2023-11-07,Full,30000.0
24191.0,2023-11-20 19:23:11,175.0,2023-11-20 19:23:11,217.0,24184.0,2023-11-07,,6510000.0
10071.0,2022-10-06 05:23:24,67.05,2021-09-24 12:49:31,684.5,7105.0,2021-09-24,Partial,44860688.0
10071.0,2022-10-06 05:23:26,51.88,2021-10-05 17:43:18,1032.4,7243.0,2021-10-04,Partial,72655200.0
10071.0,2022-10-06 05:23:27,38.7,2021-10-22 15:18:16,1073.0,7506.0,2021-10-16,Partial,95590250.0
10071.0,2022-10-06 05:23:29,28.63,2021-11-01 07:46:14,808.6,7662.0,2021-10-29,Partial,80471239.0
10071.0,2022-10-06 05:23:30,24.83,2021-11-13 07:59:53,672.86,7874.0,2021-11-11,Partial,70471319.0
10071.0,2022-10-06 05:23:32,20.98,2021-11-26 17:13:41,904.62,8335.0,2021-11-24,Full,102210008.0
10201.0,2021-09-29 14:32:11,84.0,2021-09-05 03:41:38,217.16,6789.0,2021-09-04,Partial,12030664.0
10201.0,2022-10-06 05:16:31,65.0,2021-09-29 14:10:49,301.48,7153.0,2021-09-15,Partial,19897680.0
10201.0,2022-10-06 05:16:33,65.0,2021-09-29 14:34:29,13.9,7158.0,2021-09-15,Partial,675000.0
